model,contrast_persona,principle,point_estimate,ci_lower,ci_upper,n_eff
claude-sonnet-4.5,bad_persona,protect-dignity-and-safety,0.04833333333333323,0.0016666666666666707,0.10000000000000002,100
claude-sonnet-4.5,bad_persona,respect-user-attention,0.45,0.34824999999999995,0.5483333333333333,100
claude-sonnet-4.5,good_persona,HumaneScore,0.1345431783824641,0.11254751275510205,0.15597493858654574,788
claude-sonnet-4.5,good_persona,be-transparent-and-honest,0.24319727891156473,0.13435374149659862,0.35034013605442177,98
claude-sonnet-4.5,good_persona,design-for-equity-and-inclusion,0.04814814814814827,-0.007407407407407406,0.1148148148148148,90
claude-sonnet-4.5,good_persona,enable-meaningful-choices,0.15833333333333321,0.11329166666666667,0.208375,100
claude-sonnet-4.5,good_persona,enhance-human-capabilities,0.05833333333333324,0.026666666666666665,0.09833333333333333,100
claude-sonnet-4.5,good_persona,foster-healthy-relationships,0.020000000000000018,-0.023333333333333338,0.06004166666666662,100
claude-sonnet-4.5,good_persona,prioritize-long-term-wellbeing,-0.011666666666666714,-0.045041666666666674,0.018333333333333326,100
claude-sonnet-4.5,good_persona,protect-dignity-and-safety,0.10499999999999998,0.06333333333333334,0.14837499999999998,100
claude-sonnet-4.5,good_persona,respect-user-attention,0.4549999999999999,0.3599583333333333,0.5517083333333334,100
deepseek-v3.1-terminus,bad_persona,HumaneScore,-1.106011905204652,-1.1405081502994567,-1.0713479520908644,784
deepseek-v3.1-terminus,bad_persona,be-transparent-and-honest,-1.4863945578231292,-1.5969387755102045,-1.372406462585034,98
deepseek-v3.1-terminus,bad_persona,design-for-equity-and-inclusion,-0.8148148148148148,-0.9370833333333336,-0.6925462962962963,90
deepseek-v3.1-terminus,bad_persona,enable-meaningful-choices,-1.111683848797251,-1.199355670103093,-1.027491408934708,97
deepseek-v3.1-terminus,bad_persona,enhance-human-capabilities,-0.8535353535353536,-0.9395622895622894,-0.7659090909090911,99
deepseek-v3.1-terminus,bad_persona,foster-healthy-relationships,-1.4466666666666668,-1.5267083333333336,-1.361625,100
deepseek-v3.1-terminus,bad_persona,prioritize-long-term-wellbeing,-1.1266666666666667,-1.1983750000000002,-1.0550000000000002,100
deepseek-v3.1-terminus,bad_persona,protect-dignity-and-safety,-1.2400000000000002,-1.32175,-1.1400000000000001,100
deepseek-v3.1-terminus,bad_persona,respect-user-attention,-0.7683333333333333,-0.8783750000000001,-0.6616666666666666,100
deepseek-v3.1-terminus,good_persona,HumaneScore,0.08995679939162982,0.06530965963327433,0.11415729922214643,784
deepseek-v3.1-terminus,good_persona,be-transparent-and-honest,0.108843537414966,0.01190476190476191,0.21428571428571427,98
deepseek-v3.1-terminus,good_persona,design-for-equity-and-inclusion,0.04074074074074063,-0.025925925925925918,0.11115740740740739,90
deepseek-v3.1-terminus,good_persona,enable-meaningful-choices,0.06013745704467344,0.0154639175257732,0.10309278350515463,97
deepseek-v3.1-terminus,good_persona,enhance-human-capabilities,-0.006734006734006814,-0.026936026936026935,0.016835016835016835,99
deepseek-v3.1-terminus,good_persona,foster-healthy-relationships,-0.011666666666666603,-0.05,0.026666666666666658,100
deepseek-v3.1-terminus,good_persona,prioritize-long-term-wellbeing,-0.02666666666666684,-0.05,-0.0049999999999999975,100
deepseek-v3.1-terminus,good_persona,protect-dignity-and-safety,-0.028333333333333433,-0.06166666666666666,0.0033333333333333335,100
deepseek-v3.1-terminus,good_persona,respect-user-attention,0.5833333333333333,0.446625,0.72,100
gemini-2.0-flash-001,bad_persona,HumaneScore,-1.4556486205593349,-1.4833417171556125,-1.4287429743598827,784
gemini-2.0-flash-001,bad_persona,be-transparent-and-honest,-1.435374149659864,-1.5442602040816331,-1.3248299319727894,98
gemini-2.0-flash-001,bad_persona,design-for-equity-and-inclusion,-1.3092592592592593,-1.4037037037037037,-1.1999537037037038,90
gemini-2.0-flash-001,bad_persona,enable-meaningful-choices,-1.6099999999999999,-1.6583750000000002,-1.5516666666666665,100
gemini-2.0-flash-001,bad_persona,enhance-human-capabilities,-1.4533333333333331,-1.5316666666666665,-1.3766249999999995,100
gemini-2.0-flash-001,bad_persona,foster-healthy-relationships,-1.758333333333333,-1.8016666666666667,-1.718333333333333,100
gemini-2.0-flash-001,bad_persona,prioritize-long-term-wellbeing,-1.5833333333333333,-1.6183333333333332,-1.544958333333333,100
gemini-2.0-flash-001,bad_persona,protect-dignity-and-safety,-1.5972222222222223,-1.637152777777778,-1.5485677083333331,96
gemini-2.0-flash-001,bad_persona,respect-user-attention,-0.8983333333333332,-0.9983750000000001,-0.7999999999999998,100
gemini-2.0-flash-001,good_persona,HumaneScore,0.07087153958805748,0.04429236347316704,0.093515518707483,784
gemini-2.0-flash-001,good_persona,be-transparent-and-honest,0.04421768707482998,-0.047619047619047616,0.13439625850340134,98
gemini-2.0-flash-001,good_persona,design-for-equity-and-inclusion,0.02962962962962945,-0.033379629629629634,0.10004629629629627,90
gemini-2.0-flash-001,good_persona,enable-meaningful-choices,-0.015000000000000013,-0.051666666666666666,0.02166666666666667,100
gemini-2.0-flash-001,good_persona,enhance-human-capabilities,-0.05500000000000005,-0.09670833333333334,-0.019999999999999997,100
gemini-2.0-flash-001,good_persona,foster-healthy-relationships,2.220446049250313e-16,-0.026666666666666665,0.02499999999999999,100
gemini-2.0-flash-001,good_persona,prioritize-long-term-wellbeing,-0.04166666666666652,-0.065,-0.02,100
gemini-2.0-flash-001,good_persona,protect-dignity-and-safety,-0.04687500000000022,-0.09375,0.0069444444444444415,96
gemini-2.0-flash-001,good_persona,respect-user-attention,0.6516666666666667,0.5183333333333333,0.7700416666666666,100
gemini-2.5-flash,bad_persona,HumaneScore,-1.3997796505649276,-1.4257052592071922,-1.3706354647337855,782
gemini-2.5-flash,bad_persona,be-transparent-and-honest,-1.3934707903780068,-1.5051975945017184,-1.259450171821306,97
gemini-2.5-flash,bad_persona,design-for-equity-and-inclusion,-1.3074074074074074,-1.3852777777777776,-1.2295833333333335,90
gemini-2.5-flash,bad_persona,enable-meaningful-choices,-1.5150000000000001,-1.5683750000000005,-1.4549583333333336,100
gemini-2.5-flash,bad_persona,enhance-human-capabilities,-1.3628472222222223,-1.4392795138888888,-1.2812065972222222,96
gemini-2.5-flash,bad_persona,foster-healthy-relationships,-1.75,-1.788375,-1.7133333333333334,100
gemini-2.5-flash,bad_persona,prioritize-long-term-wellbeing,-1.5183333333333333,-1.5549999999999997,-1.4766666666666666,100
gemini-2.5-flash,bad_persona,protect-dignity-and-safety,-1.5666666666666669,-1.6166666666666663,-1.5099999999999998,100
gemini-2.5-flash,bad_persona,respect-user-attention,-0.7845117845117846,-0.8906144781144781,-0.6801346801346803,99
gemini-2.5-flash,good_persona,HumaneScore,0.04815917172151063,0.02217785762749921,0.07448063912047884,782
gemini-2.5-flash,good_persona,be-transparent-and-honest,0.19759450171821302,0.10133161512027491,0.2990120274914089,97
gemini-2.5-flash,good_persona,design-for-equity-and-inclusion,-0.014814814814814947,-0.0926388888888889,0.0648148148148148,90
gemini-2.5-flash,good_persona,enable-meaningful-choices,-0.03499999999999981,-0.075,0.006708333333333297,100
gemini-2.5-flash,good_persona,enhance-human-capabilities,-0.08159722222222232,-0.1284722222222222,-0.03993055555555556,96
gemini-2.5-flash,good_persona,foster-healthy-relationships,-0.046666666666666856,-0.08833333333333333,-0.008333333333333338,100
gemini-2.5-flash,good_persona,prioritize-long-term-wellbeing,-0.039999999999999925,-0.07504166666666667,-0.010000000000000004,100
gemini-2.5-flash,good_persona,protect-dignity-and-safety,-0.16999999999999993,-0.21833333333333338,-0.12833333333333333,100
gemini-2.5-flash,good_persona,respect-user-attention,0.5757575757575759,0.4478114478114478,0.7154882154882153,99
gemini-2.5-pro,bad_persona,HumaneScore,-1.4830645743145743,-1.51199179722394,-1.4552572847952312,786
gemini-2.5-pro,bad_persona,be-transparent-and-honest,-1.6071428571428572,-1.6973214285714286,-1.5085034013605443,98
gemini-2.5-pro,bad_persona,design-for-equity-and-inclusion,-1.35,-1.4444444444444442,-1.2517592592592592,90
gemini-2.5-pro,bad_persona,enable-meaningful-choices,-1.601010101010101,-1.6498316498316503,-1.5504629629629632,99
gemini-2.5-pro,bad_persona,enhance-human-capabilities,-1.3030303030303032,-1.4007154882154884,-1.1969276094276096,99
gemini-2.5-pro,bad_persona,foster-healthy-relationships,-1.8250000000000002,-1.865041666666667,-1.7750000000000004,100
gemini-2.5-pro,bad_persona,prioritize-long-term-wellbeing,-1.63,-1.665,-1.5933333333333328,100
gemini-2.5-pro,bad_persona,protect-dignity-and-safety,-1.6350000000000002,-1.6883333333333335,-1.5749583333333332,100
gemini-2.5-pro,bad_persona,respect-user-attention,-0.9133333333333334,-1.0316666666666667,-0.8050000000000002,100
gemini-2.5-pro,good_persona,HumaneScore,0.14148319934034226,0.12000433544629972,0.16252386964886967,786
gemini-2.5-pro,good_persona,be-transparent-and-honest,0.15136054421768697,0.07653061224489797,0.23129251700680276,98
gemini-2.5-pro,good_persona,design-for-equity-and-inclusion,0.04259259259259274,-0.007407407407407403,0.10370370370370371,90
gemini-2.5-pro,good_persona,enable-meaningful-choices,0.09932659932659949,0.052188552188552194,0.14646464646464644,99
gemini-2.5-pro,good_persona,enhance-human-capabilities,0.025252525252525304,-0.008417508417508416,0.0707070707070707,99
gemini-2.5-pro,good_persona,foster-healthy-relationships,0.036666666666666625,0.01166666666666666,0.06504166666666664,100
gemini-2.5-pro,good_persona,prioritize-long-term-wellbeing,0.01000000000000012,1.0824674490095292e-18,0.02,100
gemini-2.5-pro,good_persona,protect-dignity-and-safety,-0.010000000000000009,-0.05333333333333333,0.04333333333333332,100
gemini-2.5-pro,good_persona,respect-user-attention,0.7766666666666666,0.655,0.8933749999999999,100
gemini-3-pro-preview,bad_persona,HumaneScore,-1.2336068594104308,-1.290562263794407,-1.1746329837490552,788
gemini-3-pro-preview,bad_persona,be-transparent-and-honest,-1.0816326530612244,-1.2653486394557825,-0.889200680272109,98
gemini-3-pro-preview,bad_persona,design-for-equity-and-inclusion,-1.0555555555555556,-1.2185648148148152,-0.8833333333333333,90
gemini-3-pro-preview,bad_persona,enable-meaningful-choices,-1.42,-1.5767083333333336,-1.2582916666666664,100
gemini-3-pro-preview,bad_persona,enhance-human-capabilities,-1.52,-1.6650416666666668,-1.3715416666666669,100
gemini-3-pro-preview,bad_persona,foster-healthy-relationships,-1.4866666666666668,-1.6516666666666666,-1.3216666666666665,100
gemini-3-pro-preview,bad_persona,prioritize-long-term-wellbeing,-1.4533333333333334,-1.603416666666667,-1.2932916666666665,100
gemini-3-pro-preview,bad_persona,protect-dignity-and-safety,-1.0533333333333332,-1.2250416666666668,-0.8733333333333335,100
gemini-3-pro-preview,bad_persona,respect-user-attention,-0.7983333333333333,-0.9583333333333333,-0.6449583333333334,100
gemini-3-pro-preview,good_persona,HumaneScore,0.14541005291005293,0.12472705262660622,0.1672046012849584,788
gemini-3-pro-preview,good_persona,be-transparent-and-honest,0.23809523809523825,0.15306122448979595,0.3265731292517006,98
gemini-3-pro-preview,good_persona,design-for-equity-and-inclusion,0.05185185185185193,-0.0018518518518518428,0.12222222222222222,90
gemini-3-pro-preview,good_persona,enable-meaningful-choices,0.14666666666666672,0.10166666666666666,0.2050416666666666,100
gemini-3-pro-preview,good_persona,enhance-human-capabilities,0.016666666666666607,-0.003374999999999997,0.046708333333333296,100
gemini-3-pro-preview,good_persona,foster-healthy-relationships,0.004999999999999782,-0.029999999999999995,0.035,100
gemini-3-pro-preview,good_persona,prioritize-long-term-wellbeing,0.021666666666666723,0.006666666666666666,0.03666666666666667,100
gemini-3-pro-preview,good_persona,protect-dignity-and-safety,0.04166666666666685,0.010000000000000004,0.07670833333333331,100
gemini-3-pro-preview,good_persona,respect-user-attention,0.6416666666666666,0.5233333333333333,0.7633749999999999,100
gpt-4.1,bad_persona,HumaneScore,-1.275285867155851,-1.3062921228884814,-1.2430612794275013,787
gpt-4.1,bad_persona,be-transparent-and-honest,-1.3877551020408163,-1.4847789115646264,-1.2772108843537415,98
gpt-4.1,bad_persona,design-for-equity-and-inclusion,-1.0411985018726593,-1.1535580524344569,-0.9399812734082399,89
gpt-4.1,bad_persona,enable-meaningful-choices,-1.38,-1.4516666666666667,-1.3033333333333335,100
gpt-4.1,bad_persona,enhance-human-capabilities,-1.0883333333333332,-1.208333333333333,-0.9583333333333335,100
gpt-4.1,bad_persona,foster-healthy-relationships,-1.5833333333333333,-1.643333333333333,-1.52,100
gpt-4.1,bad_persona,prioritize-long-term-wellbeing,-1.4900000000000002,-1.538333333333333,-1.4416249999999995,100
gpt-4.1,bad_persona,protect-dignity-and-safety,-1.4899999999999998,-1.548375,-1.4316249999999995,100
gpt-4.1,bad_persona,respect-user-attention,-0.7416666666666665,-0.8383333333333333,-0.6399166666666667,100
gpt-4.1,good_persona,HumaneScore,0.15412491401054806,0.13243526188565313,0.17865862307001454,787
gpt-4.1,good_persona,be-transparent-and-honest,0.26700680272108845,0.17517006802721086,0.3622448979591836,98
gpt-4.1,good_persona,design-for-equity-and-inclusion,0.0393258426966292,-0.013108614232209732,0.09925093632958802,89
gpt-4.1,good_persona,enable-meaningful-choices,0.06166666666666665,0.02500000000000001,0.09833333333333334,100
gpt-4.1,good_persona,enhance-human-capabilities,0.053333333333333344,-0.013333333333333326,0.13166666666666668,100
gpt-4.1,good_persona,foster-healthy-relationships,0.030000000000000027,-0.0016666666666666653,0.06499999999999999,100
gpt-4.1,good_persona,prioritize-long-term-wellbeing,-0.013333333333333308,-0.04166666666666667,0.014999999999999996,100
gpt-4.1,good_persona,protect-dignity-and-safety,-0.05833333333333335,-0.11,-0.006666666666666666,100
gpt-4.1,good_persona,respect-user-attention,0.8533333333333333,0.7449583333333334,0.9700416666666668,100
gpt-4o-2024-11-20,bad_persona,HumaneScore,-1.2905899127327698,-1.319950537475091,-1.2603505698996769,786
gpt-4o-2024-11-20,bad_persona,be-transparent-and-honest,-1.360544217687075,-1.4711309523809524,-1.251658163265306,98
gpt-4o-2024-11-20,bad_persona,design-for-equity-and-inclusion,-1.1777777777777778,-1.2593518518518518,-1.0907407407407408,90
gpt-4o-2024-11-20,bad_persona,enable-meaningful-choices,-1.3199999999999998,-1.376666666666667,-1.2633333333333332,100
gpt-4o-2024-11-20,bad_persona,enhance-human-capabilities,-1.0303030303030303,-1.1380892255892257,-0.9124579124579125,99
gpt-4o-2024-11-20,bad_persona,foster-healthy-relationships,-1.6316666666666666,-1.6867083333333335,-1.5733333333333333,100
gpt-4o-2024-11-20,bad_persona,prioritize-long-term-wellbeing,-1.4349999999999998,-1.4716666666666667,-1.3916666666666666,100
gpt-4o-2024-11-20,bad_persona,protect-dignity-and-safety,-1.442760942760943,-1.4915824915824916,-1.3922558922558923,99
gpt-4o-2024-11-20,bad_persona,respect-user-attention,-0.9266666666666666,-1.033375,-0.82,100
gpt-4o-2024-11-20,good_persona,HumaneScore,0.09288222359650944,0.06842473094035595,0.1178424036281179,786
gpt-4o-2024-11-20,good_persona,be-transparent-and-honest,0.05272108843537415,-0.04251700680272108,0.14795918367346936,98
gpt-4o-2024-11-20,good_persona,design-for-equity-and-inclusion,0.033333333333333326,-0.016666666666666663,0.0925925925925926,90
gpt-4o-2024-11-20,good_persona,enable-meaningful-choices,0.06333333333333346,0.025000000000000005,0.09833333333333334,100
gpt-4o-2024-11-20,good_persona,enhance-human-capabilities,0.101010101010101,0.03867845117845118,0.16670875420875417,99
gpt-4o-2024-11-20,good_persona,foster-healthy-relationships,0.0016666666666668162,-0.051666666666666666,0.05999999999999999,100
gpt-4o-2024-11-20,good_persona,prioritize-long-term-wellbeing,-0.0183333333333332,-0.05170833333333333,0.016666666666666666,100
gpt-4o-2024-11-20,good_persona,protect-dignity-and-safety,-0.06734006734006737,-0.11447811447811448,-0.02188552188552189,99
gpt-4o-2024-11-20,good_persona,respect-user-attention,0.5766666666666667,0.4482916666666667,0.7116666666666667,100
gpt-5,bad_persona,HumaneScore,-0.03378259637188197,-0.0522687429138322,-0.016232272770219196,786
gpt-5,bad_persona,be-transparent-and-honest,-0.08503401360544227,-0.1326530612244898,-0.04077380952380955,98
gpt-5,bad_persona,design-for-equity-and-inclusion,-0.02777777777777768,-0.08888888888888889,0.014814814814814817,90
gpt-5,bad_persona,enable-meaningful-choices,-0.013333333333333197,-0.039999999999999994,0.009999999999999993,100
gpt-5,bad_persona,enhance-human-capabilities,-0.03911564625850339,-0.07993197278911564,-0.006802721088435377,98
gpt-5,bad_persona,foster-healthy-relationships,-0.03166666666666662,-0.07166666666666667,0.005041666666666633,100
gpt-5,bad_persona,prioritize-long-term-wellbeing,-0.008333333333333304,-0.018333333333333333,0.0,100
gpt-5,bad_persona,protect-dignity-and-safety,-0.025000000000000022,-0.04833333333333333,-0.003333333333333335,100
gpt-5,bad_persona,respect-user-attention,-0.039999999999999925,-0.14166666666666666,0.06333333333333334,100
gpt-5,good_persona,HumaneScore,0.07734126984126988,0.06166555650037792,0.0937364772297808,786
gpt-5,good_persona,be-transparent-and-honest,0.11394557823129237,0.06292517006802721,0.173469387755102,98
gpt-5,good_persona,design-for-equity-and-inclusion,0.011111111111111072,-0.009259259259259259,0.033333333333333326,90
gpt-5,good_persona,enable-meaningful-choices,0.021666666666666945,0.0033333333333333253,0.039999999999999994,100
gpt-5,good_persona,enhance-human-capabilities,0.017006802721088454,-0.008503401360544215,0.04931972789115646,98
gpt-5,good_persona,foster-healthy-relationships,-0.0033333333333331883,-0.02666666666666666,0.023333333333333338,100
gpt-5,good_persona,prioritize-long-term-wellbeing,-0.0016666666666667052,-0.008333333333333331,0.0033333333333333327,100
gpt-5,good_persona,protect-dignity-and-safety,-0.0016666666666665941,-0.03166666666666667,0.024999999999999994,100
gpt-5,good_persona,respect-user-attention,0.46166666666666645,0.36333333333333334,0.558375,100
gpt-5.1,bad_persona,HumaneScore,-0.03928635848278694,-0.056184212447605304,-0.023848391439909303,786
gpt-5.1,bad_persona,be-transparent-and-honest,-0.07312925170068008,-0.12755102040816327,-0.023809523809523815,98
gpt-5.1,bad_persona,design-for-equity-and-inclusion,0.005555555555555758,-0.024074074074074074,0.03888888888888888,90
gpt-5.1,bad_persona,enable-meaningful-choices,-0.02000000000000013,-0.04166666666666667,0.0016666666666666674,100
gpt-5.1,bad_persona,enhance-human-capabilities,0.011666666666666714,-0.008333333333333333,0.03166666666666667,100
gpt-5.1,bad_persona,foster-healthy-relationships,-0.043333333333333224,-0.07666666666666666,-0.013291666666666696,100
gpt-5.1,bad_persona,prioritize-long-term-wellbeing,-0.006734006734006592,-0.020202020202020204,0.0033670033670033686,99
gpt-5.1,bad_persona,protect-dignity-and-safety,-0.023333333333333428,-0.04666666666666667,-0.0016666666666666696,100
gpt-5.1,bad_persona,respect-user-attention,-0.16498316498316498,-0.2710858585858586,-0.060606060606060615,99
gpt-5.1,good_persona,HumaneScore,0.05339307187521469,0.0390806373685838,0.06629824928708858,786
gpt-5.1,good_persona,be-transparent-and-honest,0.03231292517006801,-2.294083290679531e-18,0.06632653061224487,98
gpt-5.1,good_persona,design-for-equity-and-inclusion,0.009259259259259411,-0.012962962962962964,0.03333333333333333,90
gpt-5.1,good_persona,enable-meaningful-choices,0.010000000000000009,-0.0033333333333333327,0.028333333333333332,100
gpt-5.1,good_persona,enhance-human-capabilities,0.006666666666666599,-0.015,0.028333333333333332,100
gpt-5.1,good_persona,foster-healthy-relationships,-0.013333333333333197,-0.03666666666666667,0.011666666666666665,100
gpt-5.1,good_persona,prioritize-long-term-wellbeing,0.005050505050505194,-0.0016835016835016832,0.013468013468013466,99
gpt-5.1,good_persona,protect-dignity-and-safety,-0.008333333333333415,-0.021666666666666664,0.0033749999999999644,100
gpt-5.1,good_persona,respect-user-attention,0.38552188552188543,0.2895622895622896,0.47811447811447816,99
grok-4,bad_persona,HumaneScore,-1.4132037102663106,-1.439157159886143,-1.3878534724176528,784
grok-4,bad_persona,be-transparent-and-honest,-1.4727891156462585,-1.574829931972789,-1.370748299319728,98
grok-4,bad_persona,design-for-equity-and-inclusion,-1.3258426966292134,-1.4138576779026217,-1.2302902621722844,89
grok-4,bad_persona,enable-meaningful-choices,-1.5533333333333332,-1.598333333333333,-1.505,100
grok-4,bad_persona,enhance-human-capabilities,-1.4208754208754206,-1.5,-1.3383838383838385,99
grok-4,bad_persona,foster-healthy-relationships,-1.7983333333333333,-1.8350000000000002,-1.7566666666666668,100
grok-4,bad_persona,prioritize-long-term-wellbeing,-1.556122448979592,-1.5918367346938775,-1.5153061224489797,98
grok-4,bad_persona,protect-dignity-and-safety,-1.6183333333333336,-1.6516666666666668,-1.583333333333333,100
grok-4,bad_persona,respect-user-attention,-0.5599999999999999,-0.6416666666666667,-0.47166666666666673,100
grok-4,good_persona,HumaneScore,0.20635099514212674,0.18191712449294206,0.23104204952963484,784
grok-4,good_persona,be-transparent-and-honest,0.22448979591836737,0.13605442176870747,0.33163265306122447,98
grok-4,good_persona,design-for-equity-and-inclusion,0.0955056179775281,0.02247191011235956,0.17982209737827712,89
grok-4,good_persona,enable-meaningful-choices,0.11666666666666692,0.075,0.15166666666666667,100
grok-4,good_persona,enhance-human-capabilities,0.0370370370370372,-0.015151515151515133,0.08754208754208753,99
grok-4,good_persona,foster-healthy-relationships,0.09666666666666668,0.06333333333333332,0.13666666666666663,100
grok-4,good_persona,prioritize-long-term-wellbeing,0.022108843537414824,-0.005144557823129256,0.047619047619047616,98
grok-4,good_persona,protect-dignity-and-safety,0.0,-0.023333333333333327,0.02666666666666667,100
grok-4,good_persona,respect-user-attention,1.0583333333333331,0.9566666666666667,1.1583333333333332,100
llama-3.1-405b-instruct,bad_persona,HumaneScore,-1.0431063883554486,-1.0806893740483965,-1.0053764009025992,782
llama-3.1-405b-instruct,bad_persona,be-transparent-and-honest,-1.1445578231292517,-1.2670493197278914,-1.0254676870748303,98
llama-3.1-405b-instruct,bad_persona,design-for-equity-and-inclusion,-1.0574074074074074,-1.1575,-0.9536574074074073,90
llama-3.1-405b-instruct,bad_persona,enable-meaningful-choices,-0.836842105263158,-0.9509210526315789,-0.7298245614035088,95
llama-3.1-405b-instruct,bad_persona,enhance-human-capabilities,-0.9433333333333336,-1.0500416666666668,-0.8199583333333333,100
llama-3.1-405b-instruct,bad_persona,foster-healthy-relationships,-1.4377104377104377,-1.5134680134680132,-1.3535353535353536,99
llama-3.1-405b-instruct,bad_persona,prioritize-long-term-wellbeing,-1.085,-1.1649999999999998,-1.0066666666666666,100
llama-3.1-405b-instruct,bad_persona,protect-dignity-and-safety,-1.0233333333333334,-1.1183333333333332,-0.925,100
llama-3.1-405b-instruct,bad_persona,respect-user-attention,-0.8166666666666667,-0.9233750000000002,-0.7149999999999999,100
llama-3.1-405b-instruct,good_persona,HumaneScore,0.11396850712640183,0.08309609357764901,0.1496351425438596,782
