principle_a,principle_b,n_models,pearson_r,pearson_p,pearson_ci_lower,pearson_ci_upper,ci_width,spearman_rho,spearman_p,persona
respect-user-attention,foster-healthy-relationships,15,0.6655160529697504,0.006770503242646125,0.475981532017529,0.8952578745085332,0.4192763424910042,0.7899913789007709,0.0004580863026724723,good_persona
respect-user-attention,prioritize-long-term-wellbeing,15,0.7816726598897923,0.0005770419166858705,0.46076318804995586,0.9096684430137787,0.44890525496382283,0.6982992950564744,0.003785854292227867,good_persona
respect-user-attention,be-transparent-and-honest,15,0.8293054884306393,0.00013177150558287847,0.5167313625163586,0.9363282333453511,0.41959687082899244,0.8032200357781752,0.0003105734766597052,good_persona
respect-user-attention,design-for-equity-and-inclusion,15,0.7841767371373007,0.0005388609130126706,0.3818772293248173,0.9177240851034941,0.5358468557786769,0.7245080500894454,0.0022500973789401652,good_persona
enable-meaningful-choices,enhance-human-capabilities,15,0.8908688841872039,8.404488938289005e-06,0.7199891404123945,0.9614673676931317,0.2414782272807372,0.8293122167646101,0.0001317400125253442,good_persona
enable-meaningful-choices,protect-dignity-and-safety,15,0.9447172473570087,1.1542328282490845e-07,0.9028849107219675,0.9899071305938747,0.08702221987190717,0.9758717033480112,5.683920549059331e-10,good_persona
enable-meaningful-choices,foster-healthy-relationships,15,0.7479857978363713,0.0013423167481211322,0.6320549967856725,0.8904478760179657,0.25839287923229326,0.8364614600125809,0.00010159077997986132,good_persona
enable-meaningful-choices,prioritize-long-term-wellbeing,15,0.9485573499805138,7.296642491751923e-08,0.8036237575382152,0.9896440389000749,0.18602028136185966,0.8898839734437636,8.888085760922876e-06,good_persona
enable-meaningful-choices,be-transparent-and-honest,15,0.9427799588172994,1.4370527484725438e-07,0.7694607756881237,0.9831040567546697,0.21364328106654606,0.8676207513416815,2.7823075307421456e-05,good_persona
enable-meaningful-choices,design-for-equity-and-inclusion,15,0.836716566986774,0.00010063048627865092,0.6767859183605704,0.9497437245399192,0.2729578061793487,0.8550983899821107,4.85109130997773e-05,good_persona
enhance-human-capabilities,protect-dignity-and-safety,15,0.8509367828779156,5.770307802478262e-05,0.7138506721075495,0.9324191556519046,0.2185684835443551,0.8178571428571428,0.00019513654706319856,good_persona
enhance-human-capabilities,foster-healthy-relationships,15,0.6296475428762788,0.0118894285621396,0.3923514257364973,0.8383774633776871,0.44602603764118987,0.682142857142857,0.0050863264689772515,good_persona
enhance-human-capabilities,prioritize-long-term-wellbeing,15,0.895570815949057,6.386592020641814e-06,0.7095519030484198,0.9681780878559579,0.2586261848075382,0.8211104372923381,0.000175019822834142,good_persona
enhance-human-capabilities,be-transparent-and-honest,15,0.8463430294940408,6.947422590942797e-05,0.5821760490557004,0.9729922492604001,0.39081620020469965,0.8757822978764203,1.8778774278121638e-05,good_persona
enhance-human-capabilities,design-for-equity-and-inclusion,15,0.8290810083932625,0.00013282577560154817,0.7518859511299746,0.9605272440537053,0.20864129292373068,0.7649690275328731,0.000891948390300229,good_persona
protect-dignity-and-safety,foster-healthy-relationships,15,0.760959897693301,0.0009851707630103208,0.6329495508546834,0.9134792186135561,0.28052966775887267,0.8571428571428571,4.44600444700475e-05,good_persona
protect-dignity-and-safety,prioritize-long-term-wellbeing,15,0.8891299918785244,9.273746218473795e-06,0.8183636532882776,0.9722989473112792,0.15393529402300155,0.9069781954405566,3.097529567028161e-06,good_persona
protect-dignity-and-safety,be-transparent-and-honest,15,0.8576393592854636,4.351974002793961e-05,0.6791352717847569,0.9478138486472986,0.2686785768625417,0.8257375951406248,0.00014936753132921868,good_persona
protect-dignity-and-safety,design-for-equity-and-inclusion,15,0.9144963236960724,1.8246627277612817e-06,0.7310201229932135,0.9771078193418142,0.24608769634860073,0.8918680951843545,7.936448023309029e-06,good_persona
foster-healthy-relationships,prioritize-long-term-wellbeing,15,0.7499214024995335,0.0012832517546968,0.6069636492164325,0.8956169998307479,0.2886533506143154,0.8103769675238107,0.0002486554814047294,good_persona
foster-healthy-relationships,be-transparent-and-honest,15,0.6070789753215353,0.016395684234938788,0.35735820631223764,0.8300002470817743,0.4726420407695367,0.6577303788133115,0.007696533796075876,good_persona
foster-healthy-relationships,design-for-equity-and-inclusion,15,0.5829069766300919,0.022573076639239385,0.3794794307628453,0.7806711989525901,0.4011917681897448,0.6934765950531654,0.004142547272806571,good_persona
prioritize-long-term-wellbeing,be-transparent-and-honest,15,0.9039040831654783,3.797440020999113e-06,0.6409043072706804,0.9759230439225052,0.3350187366518248,0.802148933808463,0.000320838359664639,good_persona
prioritize-long-term-wellbeing,design-for-equity-and-inclusion,15,0.7966738723346543,0.00037773751585543677,0.6710581009787795,0.9429565277768516,0.2718984267980721,0.9140558721187954,1.8845814602110211e-06,good_persona
be-transparent-and-honest,design-for-equity-and-inclusion,15,0.8054217818643973,0.0002903154194989196,0.6270887658924348,0.936183140193811,0.3090943743013762,0.8211091234347048,0.0001750275887269309,good_persona
respect-user-attention,enable-meaningful-choices,15,0.9222690226566926,1.0010538907290354e-06,0.8723070573919454,0.9722238053523812,0.09991674796043581,0.8571428571428571,4.44600444700475e-05,bad_persona
respect-user-attention,enhance-human-capabilities,15,0.8942170200675479,6.920978991107677e-06,0.7779244264464278,0.9659548625633732,0.18803043611694537,0.7392857142857142,0.0016355111435407642,bad_persona
respect-user-attention,protect-dignity-and-safety,15,0.9528463399474097,4.1869672869055114e-08,0.9222144740765473,0.986618237888612,0.0644037638120647,0.8847188519363838,1.1819879040035667e-05,bad_persona
respect-user-attention,foster-healthy-relationships,15,0.9480713955662476,7.747313085203974e-08,0.9101532079170618,0.9863973058920437,0.07624409797498188,0.8857142857142855,1.1199821851208484e-05,bad_persona
respect-user-attention,prioritize-long-term-wellbeing,15,0.9454894154977728,1.0553660889845865e-07,0.8990882188155694,0.9805954006467574,0.08150718183118799,0.8785714285714284,1.63152802865443e-05,bad_persona
respect-user-attention,be-transparent-and-honest,15,0.969225983267937,2.7193633098725162e-09,0.9458258259930259,0.994491979077454,0.04866615308442812,0.8497330233417442,6.0614941914129944e-05,bad_persona
respect-user-attention,design-for-equity-and-inclusion,15,0.9428924326530574,1.4191802026770773e-07,0.903502977414328,0.9811410791867992,0.07763810177247121,0.8285714285714284,0.00013524478013276988,bad_persona
enable-meaningful-choices,enhance-human-capabilities,15,0.9766201034059947,4.6396318713316075e-10,0.9566368606265879,0.9906642738571326,0.0340274132305447,0.9178571428571428,1.4176968515006283e-06,bad_persona
enable-meaningful-choices,protect-dignity-and-safety,15,0.9808062275303903,1.2999266519942468e-10,0.9343136467047234,0.9977156387937813,0.06340199208905795,0.9722970817240257,1.3832544656862287e-09,bad_persona
enable-meaningful-choices,foster-healthy-relationships,15,0.9915740175090069,6.325825193468139e-13,0.9784457052241602,0.9977123324643102,0.019266627240150047,0.9571428571428571,2.2736751556259742e-08,bad_persona
enable-meaningful-choices,prioritize-long-term-wellbeing,15,0.9956831707757869,8.268358628457644e-15,0.9935906561721335,0.9989819678878422,0.005391311715708724,0.9892857142857142,2.9989342571550623e-12,bad_persona
enable-meaningful-choices,be-transparent-and-honest,15,0.9476649999702706,8.14193866370501e-08,0.8466473081717708,0.9843839894830202,0.1377366813112494,0.8658332279945352,3.0221429469203243e-05,bad_persona
enable-meaningful-choices,design-for-equity-and-inclusion,15,0.9803343463994298,1.520508647311451e-10,0.9531268512001662,0.9931305825587701,0.04000373135860391,0.9357142857142854,3.010645621400815e-07,bad_persona
enhance-human-capabilities,protect-dignity-and-safety,15,0.9398516841464131,1.9735992871266752e-07,0.8206285654096602,0.9892686427707527,0.16864007736109243,0.8453980140725444,7.21257690415368e-05,bad_persona
enhance-human-capabilities,foster-healthy-relationships,15,0.9548981913161023,3.151182618292975e-08,0.8964275563475529,0.9874629688820606,0.09103541253450775,0.8499999999999999,5.9958885253110214e-05,bad_persona
enhance-human-capabilities,prioritize-long-term-wellbeing,15,0.9802473080821654,1.5644600414119943e-10,0.9593215096871243,0.9927784441656343,0.03345693447851006,0.8964285714285712,6.066143021729969e-06,bad_persona
enhance-human-capabilities,be-transparent-and-honest,15,0.8940097890756533,7.005971878634258e-06,0.710238751406543,0.9791904086235196,0.26895165721697656,0.7316648558879439,0.001932800645084999,bad_persona
enhance-human-capabilities,design-for-equity-and-inclusion,15,0.9707537426208498,1.960321864671596e-09,0.9195441112166981,0.9954712157068565,0.07592710449015838,0.8642857142857141,3.243373143346803e-05,bad_persona
protect-dignity-and-safety,foster-healthy-relationships,15,0.9939842356311738,7.119931846799154e-14,0.9807792592823706,0.99907729419241,0.01829803491003934,0.9919575006559455,4.677605099952476e-13,bad_persona
protect-dignity-and-safety,prioritize-long-term-wellbeing,15,0.9843506208045202,3.477780343550805e-11,0.9389931451869519,0.9989930403904745,0.05999989520352267,0.9848082574079745,2.8707599019678453e-11,bad_persona
protect-dignity-and-safety,be-transparent-and-honest,15,0.9787666610245611,2.4938328012338175e-10,0.940980114490253,0.9974556971756234,0.05647558268537045,0.9256941937030697,7.531802611937262e-07,bad_persona
protect-dignity-and-safety,design-for-equity-and-inclusion,15,0.9821953313130762,8.003785194792542e-11,0.9554997021371241,0.9952055111146201,0.03970580897749598,0.9508493519801136,5.456098790708158e-08,bad_persona
foster-healthy-relationships,prioritize-long-term-wellbeing,15,0.9911130210809249,8.933193870302139e-13,0.9781204899009368,0.9978404620262898,0.019719972125353036,0.982142857142857,8.157333508978728e-11,bad_persona
foster-healthy-relationships,be-transparent-and-honest,15,0.9708872636283561,1.903487169949593e-09,0.918395018289556,0.9922568195218775,0.07386180123232144,0.91234493032482,2.133174165595497e-06,bad_persona
foster-healthy-relationships,design-for-equity-and-inclusion,15,0.9810592327638135,1.1932314400938828e-10,0.9581447710448082,0.9977089157020692,0.03956414465726099,0.9535714285714283,3.792440041183132e-08,bad_persona
prioritize-long-term-wellbeing,be-transparent-and-honest,15,0.9541534744804614,3.498804042503338e-08,0.8549670231177366,0.9898865847757924,0.13491956165805574,0.8962447256720292,6.1336730132924505e-06,bad_persona
prioritize-long-term-wellbeing,design-for-equity-and-inclusion,15,0.9858817147792982,1.78750726719442e-11,0.963742424590766,0.9957995178536115,0.03205709326284556,0.9392857142857142,2.094580193668552e-07,bad_persona
be-transparent-and-honest,design-for-equity-and-inclusion,15,0.9547795517161171,3.204530518032365e-08,0.8741132947526107,0.9937503153956839,0.11963702064307324,0.838999553573217,9.236473922563514e-05,bad_persona
