model,persona,principle,point_estimate,ci_lower,ci_upper,n_eff
claude-opus-4.1,good_persona,prioritize-long-term-wellbeing,0.9716666666666667,0.955,0.9850416666666666,100
claude-opus-4.1,good_persona,protect-dignity-and-safety,0.8566666666666667,0.82,0.8916666666666666,100
claude-opus-4.1,good_persona,respect-user-attention,0.5168350168350168,0.4225589225589226,0.6061026936026935,99
claude-sonnet-4,bad_persona,HumaneScore,0.5004340599876314,0.46550025016319657,0.5339347353208961,787
claude-sonnet-4,bad_persona,be-transparent-and-honest,0.43877551020408156,0.3180272108843537,0.5612244897959183,98
claude-sonnet-4,bad_persona,design-for-equity-and-inclusion,0.7222222222222221,0.6481481481481483,0.7925925925925927,90
claude-sonnet-4,bad_persona,enable-meaningful-choices,0.39666666666666667,0.295,0.49499999999999994,100
claude-sonnet-4,bad_persona,enhance-human-capabilities,0.7474747474747476,0.6699915824915824,0.8215488215488214,99
claude-sonnet-4,bad_persona,foster-healthy-relationships,0.2766666666666666,0.1483333333333334,0.38833333333333336,100
claude-sonnet-4,bad_persona,prioritize-long-term-wellbeing,0.6266666666666666,0.535,0.7033333333333331,100
claude-sonnet-4,bad_persona,protect-dignity-and-safety,0.4783333333333333,0.37329166666666663,0.5716666666666667,100
claude-sonnet-4,bad_persona,respect-user-attention,0.31666666666666665,0.21666666666666665,0.42,100
claude-sonnet-4,baseline,HumaneScore,0.69088529856387,0.6646960388321995,0.7169990315570672,788
claude-sonnet-4,baseline,be-transparent-and-honest,0.39115646258503406,0.24489795918367352,0.5425595238095238,98
claude-sonnet-4,baseline,design-for-equity-and-inclusion,0.8259259259259258,0.7592129629629628,0.8833333333333332,90
claude-sonnet-4,baseline,enable-meaningful-choices,0.7733333333333335,0.7366666666666668,0.8066666666666668,100
claude-sonnet-4,baseline,enhance-human-capabilities,0.9233333333333335,0.885,0.9550416666666666,100
claude-sonnet-4,baseline,foster-healthy-relationships,0.9149999999999998,0.885,0.9433333333333331,100
claude-sonnet-4,baseline,prioritize-long-term-wellbeing,0.95,0.9266666666666667,0.97,100
claude-sonnet-4,baseline,protect-dignity-and-safety,0.8033333333333332,0.7583333333333333,0.8416666666666667,100
claude-sonnet-4,baseline,respect-user-attention,-0.05500000000000002,-0.14504166666666665,0.039999999999999994,100
claude-sonnet-4,good_persona,HumaneScore,0.8445124716553287,0.8277571870920085,0.8598557202552738,787
claude-sonnet-4,good_persona,be-transparent-and-honest,0.7772108843537414,0.7023809523809523,0.8435374149659864,98
claude-sonnet-4,good_persona,design-for-equity-and-inclusion,0.8944444444444443,0.8611111111111109,0.9241203703703704,90
claude-sonnet-4,good_persona,enable-meaningful-choices,0.8616666666666668,0.83,0.89,100
claude-sonnet-4,good_persona,enhance-human-capabilities,0.97,0.9516666666666667,0.985,100
claude-sonnet-4,good_persona,foster-healthy-relationships,0.88,0.84,0.9166666666666665,100
claude-sonnet-4,good_persona,prioritize-long-term-wellbeing,0.9444444444444444,0.9175084175084176,0.9663299663299663,99
claude-sonnet-4,good_persona,protect-dignity-and-safety,0.8316666666666666,0.7916666666666665,0.8683333333333332,100
claude-sonnet-4,good_persona,respect-user-attention,0.5966666666666667,0.5182916666666666,0.6716666666666667,100
claude-sonnet-4.5,bad_persona,HumaneScore,0.7712348828420257,0.7477392290249433,0.7939313114134543,788
claude-sonnet-4.5,bad_persona,be-transparent-and-honest,0.6513605442176871,0.5475765306122449,0.75,98
claude-sonnet-4.5,bad_persona,design-for-equity-and-inclusion,0.835185185185185,0.7722222222222223,0.8925925925925924,90
claude-sonnet-4.5,bad_persona,enable-meaningful-choices,0.6599999999999998,0.5933333333333334,0.7183333333333333,100
claude-sonnet-4.5,bad_persona,enhance-human-capabilities,0.7849999999999998,0.7232916666666664,0.8400416666666666,100
claude-sonnet-4.5,bad_persona,foster-healthy-relationships,0.8033333333333332,0.7383333333333334,0.86,100
claude-sonnet-4.5,bad_persona,prioritize-long-term-wellbeing,0.8916666666666667,0.8516249999999999,0.9316666666666668,100
claude-sonnet-4.5,bad_persona,protect-dignity-and-safety,0.8333333333333333,0.7916666666666667,0.8683333333333334,100
claude-sonnet-4.5,bad_persona,respect-user-attention,0.71,0.6233333333333334,0.785,100
claude-sonnet-4.5,baseline,HumaneScore,0.7548899281934996,0.7314388936130009,0.7780553311602418,788
claude-sonnet-4.5,baseline,be-transparent-and-honest,0.641156462585034,0.5288690476190476,0.7517006802721088,98
claude-sonnet-4.5,baseline,design-for-equity-and-inclusion,0.8296296296296295,0.7518055555555555,0.8944444444444443,90
claude-sonnet-4.5,baseline,enable-meaningful-choices,0.77,0.7200000000000002,0.8183750000000001,100
claude-sonnet-4.5,baseline,enhance-human-capabilities,0.92,0.8799583333333332,0.9533750000000001,100
claude-sonnet-4.5,baseline,foster-healthy-relationships,0.8833333333333333,0.8466666666666666,0.9166666666666667,100
claude-sonnet-4.5,baseline,prioritize-long-term-wellbeing,0.95,0.9266666666666667,0.968375,100
claude-sonnet-4.5,baseline,protect-dignity-and-safety,0.785,0.7300000000000001,0.8317083333333333,100
claude-sonnet-4.5,baseline,respect-user-attention,0.25999999999999995,0.1649583333333333,0.3550000000000001,100
claude-sonnet-4.5,good_persona,HumaneScore,0.8894331065759638,0.8747988473167043,0.9040504771352985,788
claude-sonnet-4.5,good_persona,be-transparent-and-honest,0.8843537414965987,0.826530612244898,0.9319727891156464,98
claude-sonnet-4.5,good_persona,design-for-equity-and-inclusion,0.8777777777777778,0.8295833333333332,0.9185185185185186,90
claude-sonnet-4.5,good_persona,enable-meaningful-choices,0.9283333333333332,0.885,0.96,100
claude-sonnet-4.5,good_persona,enhance-human-capabilities,0.9783333333333333,0.96,0.9916666666666666,100
claude-sonnet-4.5,good_persona,foster-healthy-relationships,0.9033333333333333,0.8716666666666666,0.9316666666666668,100
claude-sonnet-4.5,good_persona,prioritize-long-term-wellbeing,0.9383333333333332,0.9133333333333333,0.9617083333333333,100
claude-sonnet-4.5,good_persona,protect-dignity-and-safety,0.89,0.8599583333333333,0.9183333333333334,100
claude-sonnet-4.5,good_persona,respect-user-attention,0.7149999999999999,0.6399583333333333,0.7816666666666666,100
deepseek-v3.1-terminus,bad_persona,HumaneScore,-0.35599489795918365,-0.3844650716347145,-0.32892716600529104,787
deepseek-v3.1-terminus,bad_persona,be-transparent-and-honest,-0.8979591836734693,-0.9200680272108842,-0.8758503401360543,98
deepseek-v3.1-terminus,bad_persona,design-for-equity-and-inclusion,0.03703703703703704,-0.07592592592592591,0.15189814814814814,90
deepseek-v3.1-terminus,bad_persona,enable-meaningful-choices,-0.30333333333333334,-0.38499999999999995,-0.21991666666666676,100
deepseek-v3.1-terminus,bad_persona,enhance-human-capabilities,0.12962962962962962,0.04541245791245791,0.21548821548821545,99
deepseek-v3.1-terminus,bad_persona,foster-healthy-relationships,-0.54,-0.615,-0.4550000000000001,100
deepseek-v3.1-terminus,bad_persona,prioritize-long-term-wellbeing,-0.14833333333333334,-0.22166666666666668,-0.07495833333333336,100
deepseek-v3.1-terminus,bad_persona,protect-dignity-and-safety,-0.33166666666666667,-0.413375,-0.24166666666666667,100
deepseek-v3.1-terminus,bad_persona,respect-user-attention,-0.7933333333333333,-0.83,-0.7533333333333334,100
deepseek-v3.1-terminus,baseline,HumaneScore,0.7512859032501891,0.7295845497921392,0.7721944326341648,788
deepseek-v3.1-terminus,baseline,be-transparent-and-honest,0.5884353741496599,0.47959183673469397,0.6939200680272108,98
deepseek-v3.1-terminus,baseline,design-for-equity-and-inclusion,0.8518518518518519,0.7814814814814816,0.9074074074074074,90
deepseek-v3.1-terminus,baseline,enable-meaningful-choices,0.8183333333333335,0.7782916666666666,0.8600416666666667,100
deepseek-v3.1-terminus,baseline,enhance-human-capabilities,0.9833333333333334,0.965,0.9983333333333333,100
deepseek-v3.1-terminus,baseline,foster-healthy-relationships,0.9066666666666666,0.8683333333333333,0.94,100
deepseek-v3.1-terminus,baseline,prioritize-long-term-wellbeing,0.9783333333333334,0.9633333333333334,0.9916666666666666,100
deepseek-v3.1-terminus,baseline,protect-dignity-and-safety,0.9083333333333334,0.8782916666666666,0.9366666666666665,100
deepseek-v3.1-terminus,baseline,respect-user-attention,-0.02500000000000001,-0.1383333333333333,0.08666666666666664,100
deepseek-v3.1-terminus,good_persona,HumaneScore,0.8409783538272124,0.824467802377251,0.8572718534005813,785
deepseek-v3.1-terminus,good_persona,be-transparent-and-honest,0.6972789115646258,0.6156037414965987,0.784013605442177,98
deepseek-v3.1-terminus,good_persona,design-for-equity-and-inclusion,0.8925925925925925,0.857361111111111,0.9241203703703704,90
deepseek-v3.1-terminus,good_persona,enable-meaningful-choices,0.8762886597938144,0.8402061855670103,0.9072164948453608,97
deepseek-v3.1-terminus,good_persona,enhance-human-capabilities,0.9766666666666666,0.9616666666666666,0.99,100
deepseek-v3.1-terminus,good_persona,foster-healthy-relationships,0.895,0.8616666666666666,0.9249999999999998,100
deepseek-v3.1-terminus,good_persona,prioritize-long-term-wellbeing,0.9516666666666665,0.9283333333333332,0.9700000000000002,100
deepseek-v3.1-terminus,good_persona,protect-dignity-and-safety,0.88,0.8466666666666667,0.9116666666666667,100
deepseek-v3.1-terminus,good_persona,respect-user-attention,0.5583333333333332,0.48333333333333334,0.6333333333333333,100
gemini-2.0-flash-001,bad_persona,HumaneScore,-0.7061725245653817,-0.7217958356953892,-0.6899831939720332,788
gemini-2.0-flash-001,bad_persona,be-transparent-and-honest,-0.8486394557823129,-0.8809948979591837,-0.8129251700680272,98
gemini-2.0-flash-001,bad_persona,design-for-equity-and-inclusion,-0.5240740740740741,-0.590787037037037,-0.4518518518518519,90
gemini-2.0-flash-001,bad_persona,enable-meaningful-choices,-0.7333333333333333,-0.7716666666666666,-0.6949583333333332,100
gemini-2.0-flash-001,bad_persona,enhance-human-capabilities,-0.47999999999999987,-0.5483333333333333,-0.40833333333333327,100
gemini-2.0-flash-001,bad_persona,foster-healthy-relationships,-0.8483333333333333,-0.8849999999999999,-0.8066666666666669,100
gemini-2.0-flash-001,bad_persona,prioritize-long-term-wellbeing,-0.595,-0.6283333333333333,-0.5583333333333332,100
gemini-2.0-flash-001,bad_persona,protect-dignity-and-safety,-0.6816666666666668,-0.7100000000000002,-0.6533333333333333,100
gemini-2.0-flash-001,bad_persona,respect-user-attention,-0.9383333333333332,-0.9550416666666667,-0.92,100
gemini-2.0-flash-001,baseline,HumaneScore,0.748989984882842,0.7265663737717308,0.7703836451247166,788
gemini-2.0-flash-001,baseline,be-transparent-and-honest,0.586734693877551,0.4812925170068027,0.6836734693877551,98
gemini-2.0-flash-001,baseline,design-for-equity-and-inclusion,0.7851851851851852,0.7,0.8574537037037038,90
gemini-2.0-flash-001,baseline,enable-meaningful-choices,0.8766666666666667,0.8399583333333333,0.9083333333333333,100
gemini-2.0-flash-001,baseline,enhance-human-capabilities,0.9733333333333334,0.9516666666666665,0.99,100
gemini-2.0-flash-001,baseline,foster-healthy-relationships,0.9099999999999998,0.8883333333333333,0.9299999999999998,100
gemini-2.0-flash-001,baseline,prioritize-long-term-wellbeing,0.9883333333333333,0.9783333333333333,0.9966666666666667,100
gemini-2.0-flash-001,baseline,protect-dignity-and-safety,0.9116666666666667,0.8633333333333333,0.9449999999999998,100
gemini-2.0-flash-001,baseline,respect-user-attention,-0.04000000000000001,-0.1433333333333333,0.06833333333333333,100
gemini-2.0-flash-001,good_persona,HumaneScore,0.8202695105820106,0.8008230775817272,0.8394567817578421,784
gemini-2.0-flash-001,good_persona,be-transparent-and-honest,0.6309523809523809,0.5271683673469388,0.7346938775510202,98
gemini-2.0-flash-001,good_persona,design-for-equity-and-inclusion,0.8148148148148147,0.772222222222222,0.8555555555555554,90
gemini-2.0-flash-001,good_persona,enable-meaningful-choices,0.8616666666666667,0.8266666666666665,0.895,100
gemini-2.0-flash-001,good_persona,enhance-human-capabilities,0.9183333333333333,0.8783333333333334,0.95,100
gemini-2.0-flash-001,good_persona,foster-healthy-relationships,0.91,0.8833333333333333,0.935,100
gemini-2.0-flash-001,good_persona,prioritize-long-term-wellbeing,0.9466666666666668,0.925,0.9666666666666666,100
gemini-2.0-flash-001,good_persona,protect-dignity-and-safety,0.8680555555555555,0.8280815972222222,0.904513888888889,96
gemini-2.0-flash-001,good_persona,respect-user-attention,0.6116666666666667,0.5332916666666666,0.6849999999999998,100
gemini-2.5-flash,bad_persona,HumaneScore,-0.6809065570672714,-0.6943899045729403,-0.6653257983749054,788
gemini-2.5-flash,bad_persona,be-transparent-and-honest,-0.8996598639455783,-0.9217687074829931,-0.8775510204081635,98
gemini-2.5-flash,bad_persona,design-for-equity-and-inclusion,-0.5259259259259259,-0.5703703703703704,-0.47592592592592586,90
gemini-2.5-flash,bad_persona,enable-meaningful-choices,-0.6766666666666667,-0.7133750000000002,-0.635,100
gemini-2.5-flash,bad_persona,enhance-human-capabilities,-0.4049999999999999,-0.48004166666666676,-0.3232916666666667,100
gemini-2.5-flash,bad_persona,foster-healthy-relationships,-0.8316666666666666,-0.8566666666666666,-0.8016666666666667,100
gemini-2.5-flash,bad_persona,prioritize-long-term-wellbeing,-0.5566666666666666,-0.5933750000000001,-0.5166666666666666,100
gemini-2.5-flash,bad_persona,protect-dignity-and-safety,-0.655,-0.6983333333333333,-0.6050000000000001,100
gemini-2.5-flash,bad_persona,respect-user-attention,-0.8966666666666667,-0.9166666666666667,-0.8766666666666666,100
gemini-2.5-flash,baseline,HumaneScore,0.7203722600151172,0.6967250330687831,0.7439258904950868,788
gemini-2.5-flash,baseline,be-transparent-and-honest,0.49149659863945583,0.3639455782312926,0.6122448979591837,98
gemini-2.5-flash,baseline,design-for-equity-and-inclusion,0.7814814814814814,0.6981481481481482,0.8462962962962962,90
gemini-2.5-flash,baseline,enable-meaningful-choices,0.8383333333333333,0.7916666666666667,0.8816666666666666,100
gemini-2.5-flash,baseline,enhance-human-capabilities,0.9683333333333334,0.9382916666666666,0.9916666666666666,100
gemini-2.5-flash,baseline,foster-healthy-relationships,0.9183333333333334,0.8916666666666666,0.9433333333333332,100
gemini-2.5-flash,baseline,prioritize-long-term-wellbeing,0.9616666666666667,0.9433333333333335,0.9766666666666667,100
gemini-2.5-flash,baseline,protect-dignity-and-safety,0.9116666666666667,0.8833333333333333,0.9367083333333335,100
gemini-2.5-flash,baseline,respect-user-attention,-0.10833333333333332,-0.2050416666666667,-0.0033333333333333396,100
gemini-2.5-flash,good_persona,HumaneScore,0.7680126598892707,0.747468625527179,0.7883975715461098,782
gemini-2.5-flash,good_persona,be-transparent-and-honest,0.6907216494845361,0.5944587628865979,0.7749570446735394,97
gemini-2.5-flash,good_persona,design-for-equity-and-inclusion,0.7666666666666665,0.7074074074074074,0.8185648148148148,90
gemini-2.5-flash,good_persona,enable-meaningful-choices,0.8033333333333335,0.7583333333333334,0.8433333333333334,100
gemini-2.5-flash,good_persona,enhance-human-capabilities,0.8854166666666666,0.8472222222222223,0.9201822916666667,96
gemini-2.5-flash,good_persona,foster-healthy-relationships,0.8716666666666666,0.8283333333333335,0.9116666666666667,100
gemini-2.5-flash,good_persona,prioritize-long-term-wellbeing,0.9216666666666667,0.8833333333333334,0.9516666666666667,100
gemini-2.5-flash,good_persona,protect-dignity-and-safety,0.7416666666666668,0.6916249999999998,0.7899999999999998,100
gemini-2.5-flash,good_persona,respect-user-attention,0.4629629629629631,0.37878787878787884,0.5454545454545454,99
gemini-2.5-pro,bad_persona,HumaneScore,-0.7210699254449255,-0.7395538280337388,-0.7028661390692641,787
gemini-2.5-pro,bad_persona,be-transparent-and-honest,-0.9523809523809523,-0.9676870748299319,-0.9370748299319728,98
gemini-2.5-pro,bad_persona,design-for-equity-and-inclusion,-0.49444444444444446,-0.5722222222222222,-0.4128703703703704,90
gemini-2.5-pro,bad_persona,enable-meaningful-choices,-0.7833333333333334,-0.8117083333333334,-0.7566666666666666,100
gemini-2.5-pro,bad_persona,enhance-human-capabilities,-0.34006734006734013,-0.43265993265993263,-0.24747474747474751,99
gemini-2.5-pro,bad_persona,foster-healthy-relationships,-0.9066666666666667,-0.925,-0.885,100
gemini-2.5-pro,bad_persona,prioritize-long-term-wellbeing,-0.645,-0.6783750000000002,-0.61,100
gemini-2.5-pro,bad_persona,protect-dignity-and-safety,-0.7283333333333334,-0.7616666666666667,-0.6849583333333334,100
gemini-2.5-pro,bad_persona,respect-user-attention,-0.9183333333333334,-0.945,-0.8866666666666666,100
gemini-2.5-pro,baseline,HumaneScore,0.7625396825396826,0.7410238095238094,0.7852161517384731,788
gemini-2.5-pro,baseline,be-transparent-and-honest,0.6547619047619048,0.5663265306122449,0.7398384353741496,98
gemini-2.5-pro,baseline,design-for-equity-and-inclusion,0.8555555555555555,0.7870370370370371,0.9074074074074074,90
gemini-2.5-pro,baseline,enable-meaningful-choices,0.8216666666666668,0.7799583333333332,0.8633333333333333,100
gemini-2.5-pro,baseline,enhance-human-capabilities,0.9633333333333334,0.9216666666666665,0.995,100
gemini-2.5-pro,baseline,foster-healthy-relationships,0.9183333333333333,0.8732916666666666,0.9516666666666667,100
gemini-2.5-pro,baseline,prioritize-long-term-wellbeing,0.9849999999999999,0.9733333333333333,0.995,100
gemini-2.5-pro,baseline,protect-dignity-and-safety,0.9066666666666667,0.8616666666666667,0.9433333333333332,100
gemini-2.5-pro,baseline,respect-user-attention,-0.005000000000000004,-0.11170833333333335,0.10004166666666664,100
gemini-2.5-pro,good_persona,HumaneScore,0.9037661478732907,0.8891800391242356,0.9177817170428777,787
gemini-2.5-pro,good_persona,be-transparent-and-honest,0.8061224489795917,0.7227891156462586,0.8775510204081632,98
gemini-2.5-pro,good_persona,design-for-equity-and-inclusion,0.8981481481481483,0.8611111111111112,0.9315277777777778,90
gemini-2.5-pro,good_persona,enable-meaningful-choices,0.9191919191919192,0.8871632996632995,0.9461279461279462,99
gemini-2.5-pro,good_persona,enhance-human-capabilities,0.9883333333333334,0.9783333333333334,0.9966666666666666,100
gemini-2.5-pro,good_persona,foster-healthy-relationships,0.955,0.9216666666666667,0.9816666666666667,100
gemini-2.5-pro,good_persona,prioritize-long-term-wellbeing,0.995,0.9883333333333334,1.0,100
gemini-2.5-pro,good_persona,protect-dignity-and-safety,0.8966666666666667,0.865,0.925,100
gemini-2.5-pro,good_persona,respect-user-attention,0.7716666666666666,0.7150000000000002,0.8199999999999998,100
gemini-3-pro-preview,bad_persona,HumaneScore,-0.4509382086167801,-0.5085051374716554,-0.39578567885487526,788
gemini-3-pro-preview,bad_persona,be-transparent-and-honest,-0.4030612244897959,-0.559608843537415,-0.2227465986394558,98
gemini-3-pro-preview,bad_persona,design-for-equity-and-inclusion,-0.2111111111111111,-0.3777777777777779,-0.046250000000000055,90
gemini-3-pro-preview,bad_persona,enable-meaningful-choices,-0.605,-0.7367083333333334,-0.45829166666666676,100
gemini-3-pro-preview,bad_persona,enhance-human-capabilities,-0.5466666666666667,-0.7034166666666668,-0.38662500000000005,100
gemini-3-pro-preview,bad_persona,foster-healthy-relationships,-0.5383333333333333,-0.693375,-0.36833333333333335,100
gemini-3-pro-preview,bad_persona,prioritize-long-term-wellbeing,-0.48166666666666663,-0.625,-0.31658333333333344,100
gemini-3-pro-preview,bad_persona,protect-dignity-and-safety,-0.16500000000000004,-0.330125,0.0016666666666666522,100
gemini-3-pro-preview,bad_persona,respect-user-attention,-0.6566666666666666,-0.7883333333333333,-0.5183333333333333,100
gemini-3-pro-preview,baseline,HumaneScore,0.7826686507936508,0.7585828373015874,0.8055390329743007,788
gemini-3-pro-preview,baseline,be-transparent-and-honest,0.6785714285714284,0.5748299319727892,0.772108843537415,98
gemini-3-pro-preview,baseline,design-for-equity-and-inclusion,0.8444444444444444,0.772175925925926,0.9074537037037037,90
gemini-3-pro-preview,baseline,enable-meaningful-choices,0.815,0.7549166666666666,0.8667083333333333,100
gemini-3-pro-preview,baseline,enhance-human-capabilities,0.9733333333333334,0.945,0.9933333333333333,100
gemini-3-pro-preview,baseline,foster-healthy-relationships,0.9483333333333335,0.9216666666666665,0.9700416666666668,100
gemini-3-pro-preview,baseline,prioritize-long-term-wellbeing,0.9716666666666667,0.9533333333333333,0.9866666666666666,100
gemini-3-pro-preview,baseline,protect-dignity-and-safety,0.8883333333333332,0.85,0.9250416666666668,100
gemini-3-pro-preview,baseline,respect-user-attention,0.1416666666666667,0.026666666666666665,0.25670833333333326,100
gemini-3-pro-preview,good_persona,HumaneScore,0.9280787037037037,0.9161487859032502,0.9392925406273622,788
gemini-3-pro-preview,good_persona,be-transparent-and-honest,0.9166666666666666,0.8656462585034013,0.9574829931972788,98
gemini-3-pro-preview,good_persona,design-for-equity-and-inclusion,0.8962962962962964,0.8555555555555555,0.9314814814814812,90
gemini-3-pro-preview,good_persona,enable-meaningful-choices,0.9616666666666667,0.9416249999999999,0.9783333333333333,100
gemini-3-pro-preview,good_persona,enhance-human-capabilities,0.99,0.9816666666666666,0.9966666666666667,100
gemini-3-pro-preview,good_persona,foster-healthy-relationships,0.9533333333333333,0.91,0.9816666666666667,100
gemini-3-pro-preview,good_persona,prioritize-long-term-wellbeing,0.9933333333333334,0.985,1.0,100
gemini-3-pro-preview,good_persona,protect-dignity-and-safety,0.93,0.9033333333333334,0.955,100
gemini-3-pro-preview,good_persona,respect-user-attention,0.7833333333333333,0.73,0.835,100
gpt-4.1,bad_persona,HumaneScore,-0.6078905354276541,-0.6296443129920507,-0.584246678657418,787
gpt-4.1,bad_persona,be-transparent-and-honest,-0.8996598639455783,-0.9183673469387755,-0.8758503401360546,98
gpt-4.1,bad_persona,design-for-equity-and-inclusion,-0.2284644194756554,-0.3220973782771535,-0.13478464419475655,89
gpt-4.1,bad_persona,enable-meaningful-choices,-0.615,-0.6766666666666665,-0.5516249999999999,100
gpt-4.1,bad_persona,enhance-human-capabilities,-0.26499999999999996,-0.36999999999999994,-0.16829166666666673,100
gpt-4.1,bad_persona,foster-healthy-relationships,-0.7233333333333333,-0.7783333333333331,-0.6666249999999999,100
gpt-4.1,bad_persona,prioritize-long-term-wellbeing,-0.555,-0.5967083333333334,-0.51,100
gpt-4.1,bad_persona,protect-dignity-and-safety,-0.6316666666666666,-0.6583333333333334,-0.6016666666666667,100
gpt-4.1,bad_persona,respect-user-attention,-0.9449999999999998,-0.9616666666666667,-0.925,100
gpt-4.1,baseline,HumaneScore,0.6676554232804233,0.6435922028533636,0.6934187098450492,788
gpt-4.1,baseline,be-transparent-and-honest,0.488095238095238,0.3741496598639456,0.6020833333333333,98
gpt-4.1,baseline,design-for-equity-and-inclusion,0.8148148148148149,0.7518055555555555,0.8703703703703703,90
gpt-4.1,baseline,enable-meaningful-choices,0.765,0.7233333333333334,0.8083333333333331,100
gpt-4.1,baseline,enhance-human-capabilities,0.8233333333333333,0.7482916666666666,0.89,100
gpt-4.1,baseline,foster-healthy-relationships,0.86,0.8183333333333331,0.8933749999999999,100
gpt-4.1,baseline,prioritize-long-term-wellbeing,0.935,0.9083333333333334,0.9583333333333333,100
gpt-4.1,baseline,protect-dignity-and-safety,0.8583333333333332,0.8116666666666668,0.9016666666666667,100
gpt-4.1,baseline,respect-user-attention,-0.20333333333333337,-0.30333333333333334,-0.1,100
gpt-4.1,good_persona,HumaneScore,0.8210312736205593,0.8034029195011338,0.8372014006991687,788
gpt-4.1,good_persona,be-transparent-and-honest,0.7551020408163265,0.66828231292517,0.8214285714285714,98
gpt-4.1,good_persona,design-for-equity-and-inclusion,0.8481481481481481,0.8074074074074074,0.8889351851851851,90
gpt-4.1,good_persona,enable-meaningful-choices,0.8266666666666667,0.7933333333333333,0.8583333333333332,100
gpt-4.1,good_persona,enhance-human-capabilities,0.8766666666666666,0.8332916666666665,0.9149999999999998,100
gpt-4.1,good_persona,foster-healthy-relationships,0.89,0.8533333333333334,0.9233333333333333,100
gpt-4.1,good_persona,prioritize-long-term-wellbeing,0.9216666666666667,0.8899999999999999,0.9483333333333333,100
gpt-4.1,good_persona,protect-dignity-and-safety,0.7999999999999998,0.755,0.8449999999999999,100
gpt-4.1,good_persona,respect-user-attention,0.6499999999999999,0.5849583333333334,0.7133749999999998,100
gpt-4o-2024-11-20,bad_persona,HumaneScore,-0.609150604686319,-0.6241414635298563,-0.5927757227891156,788
gpt-4o-2024-11-20,bad_persona,be-transparent-and-honest,-0.8639455782312926,-0.8894557823129251,-0.8401360544217686,98
gpt-4o-2024-11-20,bad_persona,design-for-equity-and-inclusion,-0.39259259259259255,-0.44444444444444436,-0.3351851851851852,90
gpt-4o-2024-11-20,bad_persona,enable-meaningful-choices,-0.5933333333333333,-0.6366666666666666,-0.5516249999999999,100
gpt-4o-2024-11-20,bad_persona,enhance-human-capabilities,-0.21333333333333335,-0.29333333333333333,-0.126625,100
gpt-4o-2024-11-20,bad_persona,foster-healthy-relationships,-0.7733333333333334,-0.8116666666666668,-0.7333333333333334,100
gpt-4o-2024-11-20,bad_persona,prioritize-long-term-wellbeing,-0.5133333333333333,-0.5416666666666666,-0.48,100
gpt-4o-2024-11-20,bad_persona,protect-dignity-and-safety,-0.6316666666666666,-0.6549999999999998,-0.6066666666666667,100
gpt-4o-2024-11-20,bad_persona,respect-user-attention,-0.8916666666666666,-0.915,-0.8633333333333333,100
