persona,principle_a,principle_b,n_models,pearson_r,pearson_ci_lower,pearson_ci_upper,spearman_rho,spearman_ci_lower,spearman_ci_upper,n_zero_variance_reps,r_corrected,reliability_x,reliability_y,var_x,var_y,mean_se2_x,mean_se2_y,valid,r_corrected_ci_lower,r_corrected_ci_upper,ci_method,is_focal_pair,scenario_level_significant,scenario_level_p_holm,tost_equivalent,rank_abs_r_raw,rank_abs_r_corrected
baseline,enable-meaningful-choices,prioritize-long-term-wellbeing,15,0.9467956025413917,0.8698073937713527,0.9615213526351376,0.900804649244318,0.7749005227926469,0.9526366627921062,0,0.9940466820720347,0.9545819189880862,0.9503546415664554,0.013472926097594703,0.0028122352665288937,0.0006119144489680843,0.00013961442780628173,True,0.9616123241235606,1.0749734827824535,plugin_approx,True,False,0.0945905409459054,True,2.0,2.0
baseline,enable-meaningful-choices,be-transparent-and-honest,15,0.834458947972806,0.6643920691878313,0.8904246936065318,0.7703309599688513,0.6035714285714285,0.8740145570411911,0,0.9155291674326997,0.9545819189880862,0.8702667247337073,0.013472926097594703,0.02506696565976343,0.0006119144489680843,0.0032520195560287956,True,0.7902049175778674,1.0963208875653536,plugin_approx,False,True,0.0055994400559944,False,5.0,7.0
baseline,enable-meaningful-choices,design-for-equity-and-inclusion,15,0.8345546935185565,0.6652690283276097,0.8932231605817726,0.5344059327858156,0.3520633911911274,0.7643749999999998,0,0.9694823827312326,0.9545819189880862,0.7762767174771147,0.013472926097594703,0.0059056473829201105,0.0006119144489680843,0.0013212308179295742,True,0.8610439099455633,1.6127575541674029,plugin_approx,False,True,0.0055994400559944,False,4.0,4.0
baseline,enhance-human-capabilities,protect-dignity-and-safety,15,0.7542824034008615,0.5192395231212178,0.8857645364178498,0.6756034869332386,0.43422716177362514,0.8107870610189674,0,0.8183877805277654,0.887832700767003,0.9567942197759995,0.004842695961241602,0.011750809772970437,0.0005431921269790128,0.0005077029045049968,True,0.6141847199844923,1.0794549109416565,plugin_approx,False,True,0.0055994400559944,False,13.0,16.0
baseline,enhance-human-capabilities,foster-healthy-relationships,15,0.7309781014077534,0.4628497636917631,0.818183729522405,0.667262969588551,0.4248214285714285,0.8358411402014609,0,0.9209239648701447,0.887832700767003,0.7096268623386578,0.004842695961241602,0.001129434605069759,0.0005431921269790128,0.00032795747005740476,True,0.704602809578245,1.7978803892604056,plugin_approx,False,True,0.0055994400559944,False,14.0,6.0
baseline,enhance-human-capabilities,prioritize-long-term-wellbeing,15,0.8271020801113206,0.6132552984787013,0.9255665968115073,0.795353311336749,0.6129892754435139,0.8990173384323252,0,0.9004315308172647,0.887832700767003,0.9503546415664554,0.004842695961241602,0.0028122352665288937,0.0005431921269790128,0.00013961442780628173,True,0.7293515021115329,1.1504565143850314,plugin_approx,False,True,0.0055994400559944,False,6.0,10.0
baseline,enhance-human-capabilities,be-transparent-and-honest,15,0.6472287013524074,0.4114074566187522,0.767472297214016,0.6237714733854504,0.3926785714285714,0.7857765302736478,0,0.736319005118296,0.887832700767003,0.8702667247337073,0.004842695961241602,0.02506696565976343,0.0005431921269790128,0.0032520195560287956,True,0.517588999633625,1.0230893357945725,plugin_approx,False,True,0.0055994400559944,False,18.0,20.0
baseline,enhance-human-capabilities,design-for-equity-and-inclusion,15,0.6505372912233187,0.3853018521675346,0.7882011127434269,0.5040216489819399,0.2070535714285714,0.7643422565806285,0,0.7836070743576913,0.887832700767003,0.7762767174771147,0.004842695961241602,0.0059056473829201105,0.0005431921269790128,0.0013212308179295742,True,0.5685580643463424,1.4846751458311571,plugin_approx,False,True,0.0055994400559944,False,17.0,18.0
baseline,protect-dignity-and-safety,foster-healthy-relationships,15,0.6000844725940538,0.34762956150014646,0.729349146643579,0.6434318923173699,0.41281493477391173,0.7809826575974228,0,0.7282627460711466,0.9567942197759995,0.7096268623386578,0.011750809772970437,0.001129434605069759,0.0005077029045049968,0.00032795747005740476,True,0.5077006280931823,1.3879483809205984,plugin_approx,False,True,0.0055994400559944,False,22.0,21.0
baseline,protect-dignity-and-safety,prioritize-long-term-wellbeing,15,0.9440794910671723,0.8488103981406542,0.9657102546754461,0.8285714285714284,0.7249715219714259,0.920489155757546,0,0.9900484351362034,0.9567942197759995,0.9503546415664554,0.011750809772970437,0.0028122352665288937,0.0005077029045049968,0.00013961442780628173,True,0.9482876822168932,1.0690611254960218,plugin_approx,False,True,0.0055994400559944,False,3.0,3.0
baseline,protect-dignity-and-safety,be-transparent-and-honest,15,0.792305413992616,0.6319698718863282,0.8518142954321218,0.7178571428571427,0.5951165664551566,0.8499999999999999,0,0.8682747326024487,0.9567942197759995,0.8702667247337073,0.011750809772970437,0.02506696565976343,0.0005077029045049968,0.0032520195560287956,True,0.7564979179925602,1.0432866882185252,plugin_approx,False,True,0.0055994400559944,False,8.0,12.0
baseline,protect-dignity-and-safety,design-for-equity-and-inclusion,15,0.7710645313279818,0.5824456819677922,0.8575307934649913,0.5107142857142856,0.36428571428571427,0.7642857142857141,0,0.894691217730629,0.9567942197759995,0.7762767174771147,0.011750809772970437,0.0059056473829201105,0.0005077029045049968,0.0013212308179295742,True,0.7721948632474464,1.519736084779308,plugin_approx,False,True,0.0055994400559944,False,12.0,11.0
baseline,foster-healthy-relationships,prioritize-long-term-wellbeing,15,0.626231528703849,0.3801448737534869,0.7562581744241222,0.8275249059526175,0.5913487499052213,0.8714480490491678,0,0.7625653288540973,0.7096268623386578,0.9503546415664554,0.001129434605069759,0.0028122352665288937,0.00032795747005740476,0.00013961442780628173,True,0.5663458299191567,1.4500172095737625,plugin_approx,False,True,0.0055994400559944,False,20.0,19.0
baseline,foster-healthy-relationships,be-transparent-and-honest,15,0.7147352010956274,0.4691586083238754,0.7930223488697827,0.748883230224939,0.45711857909532316,0.8178571428571428,0,0.9095026299623589,0.7096268623386578,0.8702667247337073,0.001129434605069759,0.02506696565976343,0.00032795747005740476,0.0032520195560287956,True,0.7255445645637818,1.7825205625355083,plugin_approx,False,True,0.0055994400559944,False,15.0,8.0
baseline,foster-healthy-relationships,design-for-equity-and-inclusion,15,0.6248838857360509,0.3195969753998314,0.7885583545742973,0.579088703085633,0.23567487148070462,0.782142857142857,0,0.8419300712663315,0.7096268623386578,0.7762767174771147,0.001129434605069759,0.0059056473829201105,0.00032795747005740476,0.0013212308179295742,True,0.5618367562868852,2.1827161264541695,plugin_approx,False,True,0.0055994400559944,False,21.0,15.0
baseline,prioritize-long-term-wellbeing,be-transparent-and-honest,15,0.7829764266365677,0.6034566046463669,0.8592308631265697,0.8499999999999999,0.6916291949922863,0.9107793241946349,0,0.8609534041946262,0.9503546415664554,0.8702667247337073,0.0028122352665288937,0.02506696565976343,0.00013961442780628173,0.0032520195560287956,True,0.7231232765557009,1.0579868781733637,plugin_approx,False,True,0.0055994400559944,False,10.0,13.0
baseline,prioritize-long-term-wellbeing,design-for-equity-and-inclusion,15,0.7796386422802747,0.6039370816194245,0.8618579090738916,0.7178571428571427,0.40916915607360804,0.8186330346629539,0,0.907699771335156,0.9503546415664554,0.7762767174771147,0.0028122352665288937,0.0059056473829201105,0.00013961442780628173,0.0013212308179295742,True,0.7934919820640238,1.5783801313543653,plugin_approx,False,True,0.0055994400559944,False,11.0,9.0
baseline,be-transparent-and-honest,design-for-equity-and-inclusion,15,0.7929884717340542,0.5523783371020516,0.8916137883822566,0.7214285714285712,0.43600481360163346,0.8499999999999999,0,0.9647891353921125,0.8702667247337073,0.7762767174771147,0.02506696565976343,0.0059056473829201105,0.0032520195560287956,0.0013212308179295742,True,0.7697504547133787,1.7862272620859099,plugin_approx,False,True,0.0055994400559944,False,7.0,5.0
good_persona,respect-user-attention,enable-meaningful-choices,15,0.8707464788071805,0.7751450569365689,0.906866359961119,0.8107142857142855,0.6678273876075461,0.8678765406514255,0,0.9137322952445686,0.9405301470505022,0.9655455866239814,0.02430485615202375,0.01149005156074971,0.0014454062213195495,0.00039588298618583787,True,0.8533539441459963,1.0027068843897173,plugin_approx,False,True,0.0055994400559944,False,9.0,9.0
good_persona,respect-user-attention,enhance-human-capabilities,15,0.7294736854432006,0.5442633944203202,0.8052778069892966,0.7607142857142856,0.48971222628099115,0.8464285714285712,0,0.7877030709907064,0.9405301470505022,0.9118459261951084,0.02430485615202375,0.0028863733067747764,0.0014454062213195495,0.0002544455655138927,True,0.6443198718885672,0.9632895794228735,plugin_approx,False,True,0.0055994400559944,False,22.0,24.0
good_persona,respect-user-attention,protect-dignity-and-safety,15,0.8362860425035149,0.7366685742290582,0.8693081289877801,0.8392857142857142,0.6570535714285713,0.8535714285714284,0,0.8850545465371076,0.9405301470505022,0.9492856188556992,0.02430485615202375,0.00921508449486289,0.0014454062213195495,0.00046733730734941324,True,0.8272241344527859,0.9793590411766191,plugin_approx,False,True,0.0055994400559944,False,12.0,16.0
good_persona,respect-user-attention,foster-healthy-relationships,15,0.6370547994759415,0.33708618922536837,0.7541303731661234,0.7774802032168221,0.4432530813741881,0.8286346310465577,0,0.750189947437104,0.9405301470505022,0.7667228081900633,0.02430485615202375,0.001467917908984132,0.0014454062213195495,0.00034243176761533244,True,0.48680923124473213,1.1586321179640642,plugin_approx,False,True,0.0055994400559944,False,25.0,25.0
good_persona,respect-user-attention,prioritize-long-term-wellbeing,15,0.7753617583693732,0.6344781298256966,0.8356839690145381,0.686942065185747,0.5425979941429847,0.7882040680887783,0,0.824713958153329,0.9405301470505022,0.9397868071904839,0.02430485615202375,0.002549736915387885,0.0014454062213195495,0.00015352780049979165,True,0.7146170427710099,0.9488268888226201,plugin_approx,False,True,0.0055994400559944,False,20.0,23.0
good_persona,respect-user-attention,be-transparent-and-honest,15,0.8324671259970071,0.7107501938087977,0.8883940369656843,0.8035714285714284,0.6606249999999999,0.8857142857142855,0,0.8840731149692564,0.9405301470505022,0.9427251569482386,0.02430485615202375,0.03200773864485774,0.0014454062213195495,0.0018332382073260273,True,0.8050102239075518,1.0075597737758297,plugin_approx,False,True,0.0055994400559944,False,14.0,17.0
good_persona,respect-user-attention,design-for-equity-and-inclusion,15,0.7843719080491885,0.629427944523941,0.8550248260742815,0.7227202977475046,0.4141071428571428,0.8321428571428571,0,0.8584519118848318,0.9405301470505022,0.8876451763070665,0.02430485615202375,0.004431729360706635,0.0014454062213195495,0.0004979261709769907,True,0.7560397780431927,1.039395792738604,plugin_approx,False,True,0.0055994400559944,False,19.0,21.0
good_persona,enable-meaningful-choices,enhance-human-capabilities,15,0.8908388083969326,0.7341739088035155,0.9314526173330155,0.8178571428571428,0.6326938981878499,0.9276382393528889,0,0.9494060736241553,0.9655455866239814,0.9118459261951084,0.01149005156074971,0.0028863733067747764,0.00039588298618583787,0.0002544455655138927,True,0.8484882944614054,1.0850873923152093,plugin_approx,False,True,0.0055994400559944,False,6.0,7.0
good_persona,enable-meaningful-choices,protect-dignity-and-safety,15,0.9301936138037832,0.8438499084458589,0.9557604142818832,0.9714285714285713,0.8857142857142855,0.982142857142857,0,0.9716022485570884,0.9655455866239814,0.9492856188556992,0.01149005156074971,0.00921508449486289,0.00039588298618583787,0.00046733730734941324,True,0.9199297609536069,1.050769598859953,plugin_approx,False,True,0.0055994400559944,False,3.0,4.0
good_persona,enable-meaningful-choices,foster-healthy-relationships,15,0.7265122072184923,0.43160911124267176,0.8339320789779888,0.831099527576603,0.557142857142857,0.8990374326996028,0,0.8443788237074756,0.9655455866239814,0.7667228081900633,0.01149005156074971,0.001467917908984132,0.00039588298618583787,0.00034243176761533244,True,0.605398564137778,1.2726432313857163,plugin_approx,False,True,0.0055994400559944,False,24.0,22.0
good_persona,enable-meaningful-choices,prioritize-long-term-wellbeing,15,0.9447835208038426,0.8523723617893056,0.9629487017479682,0.8783556093911503,0.7571428571428571,0.9428757725097214,0,0.9918163104504315,0.9655455866239814,0.9397868071904839,0.01149005156074971,0.002549736915387885,0.00039588298618583787,0.00015352780049979165,True,0.9471898371872336,1.070510066544663,plugin_approx,True,False,0.0945905409459054,True,1.0,2.0
good_persona,enable-meaningful-choices,be-transparent-and-honest,15,0.9445012257916023,0.8694504365049204,0.9571154375979536,0.8678571428571429,0.7535714285714286,0.932142857142857,0,0.9899735380543532,0.9655455866239814,0.9427251569482386,0.01149005156074971,0.03200773864485774,0.00039588298618583787,0.0018332382073260273,True,0.9576699274364965,1.060266179624176,plugin_approx,False,True,0.0055994400559944,False,2.0,3.0
good_persona,enable-meaningful-choices,design-for-equity-and-inclusion,15,0.8322593118328373,0.673794466779054,0.8897860563417642,0.867622139622623,0.6499999999999999,0.9330209266304863,0,0.8989852637448482,0.9655455866239814,0.8876451763070665,0.01149005156074971,0.004431729360706635,0.00039588298618583787,0.0004979261709769907,True,0.8087093887703962,1.0577530809315399,plugin_approx,False,True,0.0055994400559944,False,15.0,12.0
good_persona,enhance-human-capabilities,protect-dignity-and-safety,15,0.834438896406567,0.6693872494618084,0.9047332909118209,0.8035714285714284,0.5683521458297635,0.9177153021502851,0,0.896882103509826,0.9118459261951084,0.9492856188556992,0.0028863733067747764,0.00921508449486289,0.0002544455655138927,0.00046733730734941324,True,0.7811542946962508,1.0735773399132589,plugin_approx,False,True,0.0055994400559944,False,13.0,14.0
good_persona,enhance-human-capabilities,foster-healthy-relationships,15,0.6106392701484218,0.2869767210491429,0.7537009769077131,0.6559430680013189,0.27499999999999997,0.8168030497554523,0,0.73030589769816,0.9118459261951084,0.7667228081900633,0.0028863733067747764,0.001467917908984132,0.0002544455655138927,0.00034243176761533244,True,0.4301229693132393,1.1312744726908281,plugin_approx,False,True,0.0055994400559944,False,26.0,26.0
good_persona,enhance-human-capabilities,prioritize-long-term-wellbeing,15,0.8882546989418149,0.7115469125327588,0.9350476844869351,0.8050102326395471,0.6027594257248574,0.929401622236201,0,0.959537849740165,0.9118459261951084,0.9397868071904839,0.0028863733067747764,0.002549736915387885,0.0002544455655138927,0.00015352780049979165,True,0.8405430436125635,1.114944112597304,plugin_approx,False,True,0.0055994400559944,False,7.0,5.0
good_persona,enhance-human-capabilities,be-transparent-and-honest,15,0.8417176972585594,0.695221220392541,0.890761676825495,0.8749999999999999,0.6107142857142855,0.8965178571428569,0,0.9078480791811434,0.9118459261951084,0.9427251569482386,0.0028863733067747764,0.03200773864485774,0.0002544455655138927,0.0018332382073260273,True,0.8085391910920149,1.0591860771536996,plugin_approx,False,True,0.0055994400559944,False,11.0,10.0
good_persona,enhance-human-capabilities,design-for-equity-and-inclusion,15,0.8076535629678929,0.5994272541901747,0.8987112196441942,0.7567096186811744,0.5595807707000956,0.9097412033042814,0,0.8977278192797394,0.9118459261951084,0.8876451763070665,0.0028863733067747764,0.004431729360706635,0.0002544455655138927,0.0004979261709769907,True,0.7481487278538161,1.138575418860366,plugin_approx,False,True,0.0055994400559944,False,17.0,13.0
good_persona,protect-dignity-and-safety,foster-healthy-relationships,15,0.7491958610350976,0.47741031068363604,0.8295850870500807,0.8596965005684859,0.5713392857142856,0.8964285714285712,0,0.8781682420463526,0.9492856188556992,0.7667228081900633,0.00921508449486289,0.001467917908984132,0.00046733730734941324,0.00034243176761533244,True,0.6778292658545877,1.324415271496693,plugin_approx,False,True,0.0055994400559944,False,21.0,18.0
good_persona,protect-dignity-and-safety,prioritize-long-term-wellbeing,15,0.883300180609716,0.7574078981790362,0.9221888784348468,0.8998225489282048,0.7727823957668347,0.9428571428571427,0,0.9351799700309152,0.9492856188556992,0.9397868071904839,0.00921508449486289,0.002549736915387885,0.00046733730734941324,0.00015352780049979165,True,0.8461726550932769,1.0443239626586498,plugin_approx,False,True,0.0055994400559944,False,8.0,8.0
good_persona,protect-dignity-and-safety,be-transparent-and-honest,15,0.8526846435933186,0.7370036642571316,0.9013482269115446,0.8178571428571428,0.6863273518051947,0.8990419049715169,0,0.901358259225101,0.9492856188556992,0.9427251569482386,0.00921508449486289,0.03200773864485774,0.00046733730734941324,0.0018332382073260273,True,0.8280988125791844,1.0106403751814852,plugin_approx,False,True,0.0055994400559944,False,10.0,11.0
good_persona,protect-dignity-and-safety,design-for-equity-and-inclusion,15,0.9138674856079345,0.7870659003431987,0.9384741029953511,0.8962447256720292,0.6892857142857142,0.9373882307000442,0,0.9955545840255594,0.9492856188556992,0.8876451763070665,0.00921508449486289,0.004431729360706635,0.00046733730734941324,0.0004979261709769907,True,0.9367091744966486,1.1371134805516117,plugin_approx,False,True,0.0055994400559944,False,4.0,1.0
good_persona,foster-healthy-relationships,prioritize-long-term-wellbeing,15,0.7294382397702321,0.42498469260073435,0.830096390221863,0.7976726562760496,0.5035714285714286,0.8785910658446529,0,0.859319492874015,0.7667228081900633,0.9397868071904839,0.001467917908984132,0.002549736915387885,0.00034243176761533244,0.00015352780049979165,True,0.6240188141387352,1.2461360058150683,plugin_approx,False,True,0.0055994400559944,False,23.0,20.0
good_persona,foster-healthy-relationships,be-transparent-and-honest,15,0.6026461656800519,0.29792011725996725,0.7399884233988324,0.6613050004372969,0.35195843849921105,0.7786335134781629,0,0.7088439844595442,0.7667228081900633,0.9427251569482386,0.001467917908984132,0.03200773864485774,0.00034243176761533244,0.0018332382073260273,True,0.4365388838988493,1.0772419281902126,plugin_approx,False,True,0.0055994400559944,False,27.0,27.0
good_persona,foster-healthy-relationships,design-for-equity-and-inclusion,15,0.5687027728745943,0.2822105635196145,0.7046873371748903,0.6929277620175786,0.2805246240126869,0.7964641898798873,0,0.6893605965642876,0.7667228081900633,0.8876451763070665,0.001467917908984132,0.004431729360706635,0.00034243176761533244,0.0004979261709769907,True,0.4382161826504927,1.1313873024825014,plugin_approx,False,True,0.0055994400559944,False,28.0,28.0
good_persona,prioritize-long-term-wellbeing,be-transparent-and-honest,15,0.9027492357420166,0.7855168705378058,0.9367628860596513,0.7924878512429321,0.6677827048372463,0.8918928213761742,0,0.9590912064591973,0.9397868071904839,0.9427251569482386,0.002549736915387885,0.03200773864485774,0.00015352780049979165,0.0018332382073260273,True,0.8867599786948167,1.0714505661392595,plugin_approx,False,True,0.0055994400559944,False,5.0,6.0
good_persona,prioritize-long-term-wellbeing,design-for-equity-and-inclusion,15,0.7977632357115867,0.6307090399168873,0.8707507801205399,0.9130824372759858,0.6535714285714285,0.9248658318425759,0,0.8734532147906487,0.9397868071904839,0.8876451763070665,0.002549736915387885,0.004431729360706635,0.00015352780049979165,0.0004979261709769907,True,0.7650356076180942,1.053294807186292,plugin_approx,False,True,0.0055994400559944,False,18.0,19.0
good_persona,be-transparent-and-honest,design-for-equity-and-inclusion,15,0.8176940017568652,0.652224113339206,0.8844887138548599,0.8014324093833713,0.5928257112549538,0.9107793241946349,0,0.8938786512555364,0.9427251569482386,0.8876451763070665,0.03200773864485774,0.004431729360706635,0.0018332382073260273,0.0004979261709769907,True,0.7821574121158551,1.0721754627998366,plugin_approx,False,True,0.0055994400559944,False,16.0,15.0
bad_persona,respect-user-attention,enable-meaningful-choices,15,0.9184997803337888,0.8923154867602027,0.9377157175926355,0.8714285714285712,0.7677678571428571,0.9044483605251672,0,0.9219027541368474,0.9961456970431635,0.9964718290778113,0.3713122806543999,0.41869112245327367,0.0014311500212359522,0.0014772138436181992,True,0.8990730984564087,0.9449612946366982,plugin_approx,False,True,0.0055994400559944,False,26.0,26.0
bad_persona,respect-user-attention,enhance-human-capabilities,15,0.8915102011011478,0.8606088126700498,0.9125148684221746,0.7392857142857142,0.7035714285714285,0.8357142857142855,0,0.8961529582083643,0.9961456970431635,0.9934945409898394,0.3713122806543999,0.3384062458043015,0.0014311500212359522,0.0022014879608622463,True,0.869406298123033,0.9222201411296963,plugin_approx,False,True,0.0055994400559944,False,28.0,28.0
bad_persona,respect-user-attention,protect-dignity-and-safety,15,0.9529267951182872,0.9339669435258845,0.9650048212477875,0.8892857142857141,0.8499999999999999,0.9285714285714284,0,0.9562022282626768,0.9961456970431635,0.9970035661945466,0.3713122806543999,0.4454696683228539,0.0014311500212359522,0.0013348203734667265,True,0.9405298287757269,0.9717188056427072,plugin_approx,False,True,0.0055994400559944,False,20.0,20.0
bad_persona,respect-user-attention,foster-healthy-relationships,15,0.9467069728715143,0.9243401173991683,0.9605449066438172,0.8785714285714284,0.8321428571428571,0.9214285714285713,0,0.9499385396146692,0.9961456970431635,0.997050769869597,0.3713122806543999,0.5118438029568809,0.0014311500212359522,0.0015095451657405007,True,0.9308393768499255,0.9674071033299674,plugin_approx,False,True,0.0055994400559944,False,21.0,21.0
bad_persona,respect-user-attention,prioritize-long-term-wellbeing,15,0.9431183570557351,0.918527663608059,0.9575142583550796,0.8785714285714284,0.7499999999999999,0.9214285714285713,0,0.9462110632202123,0.9961456970431635,0.9973176150820122,0.3713122806543999,0.4389846546190036,0.0014311500212359522,0.0011775258167781013,True,0.9245447691162181,0.9637107304535765,plugin_approx,False,True,0.0055994400559944,False,24.0,25.0
bad_persona,respect-user-attention,be-transparent-and-honest,15,0.9691967851378136,0.9504945276123576,0.9800604470959351,0.8392857142857142,0.7642857142857141,0.8918928213761742,0,0.9726951466241273,0.9961456970431635,0.9966612393007032,0.3713122806543999,0.5262132817423676,0.0014311500212359522,0.0017569002245294435,True,0.9574002698349348,0.986933903116195,plugin_approx,False,True,0.0055994400559944,False,15.0,16.0
bad_persona,respect-user-attention,design-for-equity-and-inclusion,15,0.9430035725687054,0.9209525179193351,0.9551989808512457,0.8321428571428571,0.782142857142857,0.8858035714285711,0,0.9475598690154566,0.9961456970431635,0.9942383122483004,0.3713122806543999,0.3435637147995102,0.0014311500212359522,0.0019795068474887487,True,0.9298500307338382,0.9644997174258562,plugin_approx,False,True,0.0055994400559944,False,25.0,24.0
bad_persona,enable-meaningful-choices,enhance-human-capabilities,15,0.9759761734044767,0.955944205456722,0.9844070774727097,0.8964285714285712,0.8714285714285712,0.9571428571428571,0,0.9808982507751896,0.9964718290778113,0.9934945409898394,0.41869112245327367,0.3384062458043015,0.0014772138436181992,0.0022014879608622463,True,0.9656265341561809,0.9944148518867717,plugin_approx,False,True,0.0055994400559944,False,13.0,13.0
bad_persona,enable-meaningful-choices,protect-dignity-and-safety,15,0.9832278541131794,0.963134471113509,0.9920727775164321,0.9892857142857142,0.8964285714285712,0.9892857142857142,0,0.9864459741244618,0.9964718290778113,0.9970035661945466,0.41869112245327367,0.4454696683228539,0.0014772138436181992,0.0013348203734667265,True,0.969357025700093,0.9986152249336835,plugin_approx,False,True,0.0055994400559944,False,8.0,8.0
bad_persona,enable-meaningful-choices,foster-healthy-relationships,15,0.9914954259348692,0.9793684953462655,0.9946453475528176,0.9785714285714284,0.9141964285714284,0.9928571428571428,0,0.9947170584060753,0.9964718290778113,0.997050769869597,0.41869112245327367,0.5118438029568809,0.0014772138436181992,0.0015095451657405007,True,0.9856228007374025,1.0011651382065023,plugin_approx,False,True,0.0055994400559944,False,3.0,3.0
bad_persona,enable-meaningful-choices,prioritize-long-term-wellbeing,15,0.9955247434690262,0.986786300459497,0.9964660802666835,0.9928571428571428,0.9214285714285713,0.9964285714285712,0,0.9986258438268183,0.9964718290778113,0.9973176150820122,0.41869112245327367,0.4389846546190036,0.0014772138436181992,0.0011775258167781013,True,0.9929630223721874,1.0026602775852065,plugin_approx,True,False,0.0945905409459054,True,1.0,1.0
