principle_a,principle_b,a_designed_a_scored,a_designed_b_scored,b_designed_a_scored,b_designed_b_scored,diff_within_a,diff_within_b,interaction,ci_lower,ci_upper,p_value,estimable,excludes_zero,n_scenarios_a,n_scenarios_b,p_holm,significant,failure_class,ci90_lower,ci90_upper,tost_bound,equivalent
protect-dignity-and-safety,foster-healthy-relationships,0.7222222222222222,0.5486111111111112,0.3472222222222222,0.7777777777777778,0.17361111111111105,0.4305555555555556,0.6041666666666666,0.3819444444444444,0.8263888888888888,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,0.4166666666666667,0.7916666666666666,0.5,False
protect-dignity-and-safety,prioritize-long-term-wellbeing,0.7222222222222222,0.8611111111111112,0.13194444444444445,0.8958333333333334,-0.13888888888888895,0.763888888888889,0.625,0.4097222222222222,0.8333333333333335,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,0.4444444444444444,0.8055555555555555,0.5,False
protect-dignity-and-safety,be-transparent-and-honest,0.7222222222222222,-0.2986111111111111,-0.2916666666666667,0.4861111111111111,1.0208333333333333,0.7777777777777778,1.7986111111111112,1.5625,2.0277777777777777,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,1.5972222222222223,1.9930555555555556,0.5,False
protect-dignity-and-safety,design-for-equity-and-inclusion,0.7222222222222222,0.5277777777777778,0.1388888888888889,0.6041666666666666,0.19444444444444442,0.46527777777777773,0.6597222222222221,0.5,0.826388888888889,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,0.5208333333333334,0.7986111111111112,0.5,False
foster-healthy-relationships,prioritize-long-term-wellbeing,0.7777777777777778,0.8958333333333334,0.1736111111111111,0.8958333333333334,-0.11805555555555558,0.7222222222222223,0.6041666666666667,0.41666666666666663,0.7916666666666666,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,0.4444444444444444,0.7638888888888888,0.5,False
foster-healthy-relationships,be-transparent-and-honest,0.7777777777777778,-0.4861111111111111,-0.2916666666666667,0.4861111111111111,1.2638888888888888,0.7777777777777778,2.0416666666666665,1.8055555555555556,2.263888888888889,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,1.8472222222222223,2.229166666666667,0.5,False
foster-healthy-relationships,design-for-equity-and-inclusion,0.7777777777777778,0.375,-0.1527777777777778,0.6041666666666666,0.4027777777777778,0.7569444444444444,1.1597222222222223,0.8958333333333333,1.4236111111111112,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,0.9375,1.3819444444444444,0.5,False
prioritize-long-term-wellbeing,be-transparent-and-honest,0.8958333333333334,-0.3958333333333333,-0.3888888888888889,0.4861111111111111,1.2916666666666667,0.875,2.166666666666667,1.909722222222222,2.4027777777777777,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,1.9513888888888888,2.3680555555555554,0.5,False
prioritize-long-term-wellbeing,design-for-equity-and-inclusion,0.8958333333333334,0.14583333333333334,0.14583333333333334,0.6041666666666666,0.75,0.45833333333333326,1.2083333333333333,0.9583333333333335,1.4444444444444444,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,1.0,1.4027777777777777,0.5,False
be-transparent-and-honest,design-for-equity-and-inclusion,0.4861111111111111,-0.3611111111111111,-0.25,0.6041666666666666,0.8472222222222222,0.8541666666666666,1.7013888888888888,1.4236111111111112,1.972222222222222,0.00019998000199980003,True,True,24,24,0.005599440055994401,True,,1.472222222222222,1.9305555555555554,0.5,False
