principle_a,principle_b,a_designed_a_scored_deployed,a_designed_b_scored_deployed,b_designed_a_scored_deployed,b_designed_b_scored_deployed,diff_within_a_deployed,diff_within_b_deployed,interaction_deployed,ci_lower_deployed,ci_upper_deployed,p_value_deployed,estimable_deployed,excludes_zero_deployed,n_scenarios_a_deployed,n_scenarios_b_deployed,p_holm_deployed,significant_deployed,failure_class_deployed,a_designed_a_scored_rules27,a_designed_b_scored_rules27,b_designed_a_scored_rules27,b_designed_b_scored_rules27,diff_within_a_rules27,diff_within_b_rules27,interaction_rules27,ci_lower_rules27,ci_upper_rules27,p_value_rules27,estimable_rules27,excludes_zero_rules27,n_scenarios_a_rules27,n_scenarios_b_rules27,p_holm_rules27,significant_rules27,failure_class_rules27,sign_agree
enable-meaningful-choices,prioritize-long-term-wellbeing,0.5972222222222222,0.7916666666666666,0.5972222222222222,0.9027777777777778,-0.1944444444444444,0.3055555555555556,0.1111111111111111,-0.1527777777777778,0.361111111111111,0.4067593240675932,True,False,12,12,0.4067593240675932,False,bounded near zero,0.5833333333333334,0.8333333333333334,0.5416666666666666,0.9305555555555556,-0.25,0.3888888888888889,0.1388888888888889,-0.1666666666666666,0.4583333333333332,0.3997600239976002,True,False,12,12,0.3997600239976002,False,bounded near zero,True
enable-meaningful-choices,be-transparent-and-honest,0.5972222222222222,-0.3472222222222222,-0.125,0.3333333333333333,0.9444444444444444,0.4583333333333333,1.4027777777777777,1.0277777777777777,1.7638888888888888,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.5833333333333334,-0.375,0.0416666666666666,0.3472222222222222,0.9583333333333334,0.3055555555555555,1.2638888888888888,0.7777777777777779,1.7361111111111112,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
enable-meaningful-choices,design-for-equity-and-inclusion,0.5972222222222222,-0.0833333333333333,0.0972222222222222,0.4166666666666667,0.6805555555555556,0.3194444444444445,1.0,0.6666666666666666,1.3333333333333333,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.5833333333333334,-0.2638888888888889,-0.0277777777777777,0.3611111111111111,0.8472222222222223,0.3888888888888889,1.2361111111111112,0.8888888888888888,1.5833333333333333,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
enhance-human-capabilities,protect-dignity-and-safety,0.7916666666666666,-0.3611111111111111,0.8472222222222222,0.6111111111111112,1.1527777777777777,-0.236111111111111,0.9166666666666666,0.6805555555555555,1.1527777777777777,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.8472222222222222,-0.2777777777777778,0.8333333333333334,0.75,1.125,-0.0833333333333333,1.0416666666666663,0.7916666666666666,1.25,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
enhance-human-capabilities,foster-healthy-relationships,0.7916666666666666,-0.1944444444444444,0.9166666666666666,0.7638888888888888,0.986111111111111,-0.1527777777777778,0.8333333333333333,0.513888888888889,1.125,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.8472222222222222,-0.25,0.9305555555555556,0.7222222222222222,1.0972222222222223,-0.2083333333333333,0.888888888888889,0.5277777777777778,1.2083333333333337,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
enhance-human-capabilities,prioritize-long-term-wellbeing,0.7916666666666666,0.25,0.9166666666666666,0.9027777777777778,0.5416666666666666,-0.0138888888888888,0.5277777777777778,0.2361111111111111,0.8472222222222222,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.8472222222222222,0.3611111111111111,0.9305555555555556,0.9305555555555556,0.4861111111111111,0.0,0.4861111111111111,0.1944444444444445,0.8055555555555555,0.0005999400059994,True,True,12,12,0.0065993400659934,True,,True
enhance-human-capabilities,be-transparent-and-honest,0.7916666666666666,-0.4027777777777778,0.0694444444444444,0.3333333333333333,1.1944444444444444,0.2638888888888888,1.4583333333333333,1.0138888888888888,1.861111111111111,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.8472222222222222,-0.375,0.25,0.3472222222222222,1.2222222222222223,0.0972222222222222,1.3194444444444446,0.902777777777778,1.722222222222222,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
enhance-human-capabilities,design-for-equity-and-inclusion,0.7916666666666666,-0.1944444444444444,0.3194444444444444,0.4166666666666667,0.986111111111111,0.0972222222222222,1.0833333333333333,0.8333333333333333,1.347222222222222,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.8472222222222222,-0.3333333333333333,0.3055555555555556,0.3611111111111111,1.1805555555555556,0.0555555555555555,1.2361111111111112,0.9444444444444444,1.5694444444444444,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
protect-dignity-and-safety,foster-healthy-relationships,0.6111111111111112,0.7361111111111112,0.3611111111111111,0.7638888888888888,-0.125,0.4027777777777777,0.2777777777777777,0.0138888888888888,0.5416666666666667,0.0431956804319568,True,True,12,12,0.196980301969803,False,"directional, uncorrected",0.75,0.6388888888888888,0.4583333333333333,0.7222222222222222,0.1111111111111111,0.2638888888888889,0.375,0.0555555555555555,0.6944444444444444,0.022997700229977,True,True,12,12,0.1307869213078692,False,"directional, uncorrected",True
protect-dignity-and-safety,prioritize-long-term-wellbeing,0.6111111111111112,0.8194444444444444,0.2916666666666667,0.9027777777777778,-0.2083333333333332,0.6111111111111112,0.4027777777777779,0.1944444444444444,0.6111111111111112,0.0003999600039996,True,True,12,12,0.0055994400559944,True,,0.75,0.9305555555555556,0.3472222222222222,0.9305555555555556,-0.1805555555555555,0.5833333333333334,0.4027777777777778,0.1805555555555554,0.6527777777777778,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
protect-dignity-and-safety,be-transparent-and-honest,0.6111111111111112,-0.4305555555555556,-0.3472222222222222,0.3333333333333333,1.0416666666666667,0.6805555555555556,1.7222222222222223,1.3888888888888888,2.0555555555555554,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.75,-0.4027777777777778,-0.1805555555555555,0.3472222222222222,1.1527777777777777,0.5277777777777778,1.6805555555555554,1.3333333333333333,2.0277777777777777,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
protect-dignity-and-safety,design-for-equity-and-inclusion,0.6111111111111112,0.4027777777777778,-0.0972222222222222,0.4166666666666667,0.2083333333333333,0.513888888888889,0.7222222222222223,0.4027777777777778,1.027777777777778,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.75,0.125,-0.0416666666666666,0.3611111111111111,0.625,0.4027777777777778,1.0277777777777777,0.75,1.3055555555555556,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
foster-healthy-relationships,prioritize-long-term-wellbeing,0.7638888888888888,0.9444444444444444,0.4166666666666667,0.9027777777777778,-0.1805555555555555,0.4861111111111111,0.3055555555555555,0.0138888888888889,0.6111111111111112,0.0393960603939606,True,True,12,12,0.196980301969803,False,"directional, uncorrected",0.7222222222222222,0.9722222222222222,0.3611111111111111,0.9305555555555556,-0.25,0.5694444444444444,0.3194444444444444,-0.0277777777777777,0.6527777777777778,0.071992800719928,True,False,12,12,0.1575842415758424,False,underpowered,True
foster-healthy-relationships,be-transparent-and-honest,0.7638888888888888,-0.5,-0.3055555555555556,0.3333333333333333,1.2638888888888888,0.6388888888888888,1.9027777777777777,1.5416666666666667,2.25,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.7222222222222222,-0.5,-0.3472222222222222,0.3472222222222222,1.2222222222222223,0.6944444444444444,1.9166666666666667,1.4861111111111112,2.333333333333333,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
foster-healthy-relationships,design-for-equity-and-inclusion,0.7638888888888888,0.2638888888888889,-0.2222222222222222,0.4166666666666667,0.4999999999999999,0.6388888888888888,1.1388888888888888,0.763888888888889,1.5,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.7222222222222222,0.2222222222222222,-0.3472222222222222,0.3611111111111111,0.5,0.7083333333333333,1.2083333333333333,0.8194444444444444,1.5694444444444444,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
prioritize-long-term-wellbeing,be-transparent-and-honest,0.9027777777777778,-0.5,-0.375,0.3333333333333333,1.4027777777777777,0.7083333333333333,2.1111111111111107,1.75,2.458333333333333,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.9305555555555556,-0.5,-0.2222222222222222,0.3472222222222222,1.4305555555555556,0.5694444444444444,2.0,1.638888888888889,2.361111111111111,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
prioritize-long-term-wellbeing,design-for-equity-and-inclusion,0.9027777777777778,0.1944444444444444,0.0555555555555555,0.4166666666666667,0.7083333333333334,0.3611111111111111,1.0694444444444446,0.7222222222222222,1.4305555555555556,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.9305555555555556,-0.0277777777777777,0.125,0.3611111111111111,0.9583333333333334,0.2361111111111111,1.1944444444444444,0.861111111111111,1.5416666666666667,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
be-transparent-and-honest,design-for-equity-and-inclusion,0.3333333333333333,-0.3333333333333333,-0.375,0.4166666666666667,0.6666666666666666,0.7916666666666667,1.4583333333333337,0.9861111111111112,1.9027777777777777,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,0.3472222222222222,-0.3333333333333333,-0.4305555555555556,0.3611111111111111,0.6805555555555556,0.7916666666666667,1.4722222222222223,0.9861111111111112,1.9305555555555556,0.0001999800019998,True,True,12,12,0.0055994400559944,True,,True
