principle_a,principle_b,a_designed_a_scored,a_designed_b_scored,b_designed_a_scored,b_designed_b_scored,diff_within_a,diff_within_b,interaction,ci_lower,ci_upper,p_value,estimable,excludes_zero,n_scenarios_a,n_scenarios_b,p_holm,significant,failure_class
enable-meaningful-choices,prioritize-long-term-wellbeing,0.5833333333333334,0.8333333333333334,0.5416666666666666,0.9305555555555556,-0.25,0.38888888888888895,0.13888888888888895,-0.16666666666666663,0.45833333333333326,0.39976002399760024,True,False,12,12,0.39976002399760024,False,bounded near zero
enable-meaningful-choices,be-transparent-and-honest,0.5833333333333334,-0.375,0.041666666666666664,0.3472222222222222,0.9583333333333334,0.3055555555555555,1.2638888888888888,0.7777777777777779,1.7361111111111112,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enable-meaningful-choices,design-for-equity-and-inclusion,0.5833333333333334,-0.2638888888888889,-0.027777777777777776,0.3611111111111111,0.8472222222222223,0.3888888888888889,1.2361111111111112,0.8888888888888888,1.5833333333333333,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,protect-dignity-and-safety,0.8472222222222222,-0.2777777777777778,0.8333333333333334,0.75,1.125,-0.08333333333333337,1.0416666666666665,0.7916666666666666,1.25,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,foster-healthy-relationships,0.8472222222222222,-0.25,0.9305555555555556,0.7222222222222222,1.0972222222222223,-0.20833333333333337,0.888888888888889,0.5277777777777778,1.2083333333333335,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,prioritize-long-term-wellbeing,0.8472222222222222,0.3611111111111111,0.9305555555555556,0.9305555555555556,0.4861111111111111,0.0,0.4861111111111111,0.19444444444444453,0.8055555555555555,0.0005999400059994001,True,True,12,12,0.0065993400659934,True,
enhance-human-capabilities,be-transparent-and-honest,0.8472222222222222,-0.375,0.25,0.3472222222222222,1.2222222222222223,0.09722222222222221,1.3194444444444446,0.9027777777777779,1.722222222222222,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
enhance-human-capabilities,design-for-equity-and-inclusion,0.8472222222222222,-0.3333333333333333,0.3055555555555556,0.3611111111111111,1.1805555555555556,0.055555555555555525,1.2361111111111112,0.9444444444444444,1.5694444444444444,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
protect-dignity-and-safety,foster-healthy-relationships,0.75,0.6388888888888888,0.4583333333333333,0.7222222222222222,0.11111111111111116,0.2638888888888889,0.37500000000000006,0.05555555555555558,0.6944444444444444,0.022997700229977002,True,True,12,12,0.1307869213078692,False,"directional, uncorrected"
protect-dignity-and-safety,prioritize-long-term-wellbeing,0.75,0.9305555555555556,0.3472222222222222,0.9305555555555556,-0.18055555555555558,0.5833333333333334,0.4027777777777778,0.18055555555555547,0.6527777777777778,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
protect-dignity-and-safety,be-transparent-and-honest,0.75,-0.4027777777777778,-0.18055555555555555,0.3472222222222222,1.1527777777777777,0.5277777777777778,1.6805555555555554,1.3333333333333333,2.0277777777777777,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
protect-dignity-and-safety,design-for-equity-and-inclusion,0.75,0.125,-0.041666666666666664,0.3611111111111111,0.625,0.4027777777777778,1.0277777777777777,0.75,1.3055555555555556,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
foster-healthy-relationships,prioritize-long-term-wellbeing,0.7222222222222222,0.9722222222222222,0.3611111111111111,0.9305555555555556,-0.25,0.5694444444444444,0.3194444444444444,-0.02777777777777779,0.6527777777777778,0.071992800719928,True,False,12,12,0.15758424157584242,False,underpowered
foster-healthy-relationships,be-transparent-and-honest,0.7222222222222222,-0.5,-0.3472222222222222,0.3472222222222222,1.2222222222222223,0.6944444444444444,1.9166666666666667,1.4861111111111112,2.333333333333333,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
foster-healthy-relationships,design-for-equity-and-inclusion,0.7222222222222222,0.2222222222222222,-0.3472222222222222,0.3611111111111111,0.5,0.7083333333333333,1.2083333333333333,0.8194444444444444,1.5694444444444444,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
prioritize-long-term-wellbeing,be-transparent-and-honest,0.9305555555555556,-0.5,-0.2222222222222222,0.3472222222222222,1.4305555555555556,0.5694444444444444,2.0,1.638888888888889,2.361111111111111,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
prioritize-long-term-wellbeing,design-for-equity-and-inclusion,0.9305555555555556,-0.027777777777777776,0.125,0.3611111111111111,0.9583333333333334,0.2361111111111111,1.1944444444444444,0.861111111111111,1.5416666666666667,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
be-transparent-and-honest,design-for-equity-and-inclusion,0.3472222222222222,-0.3333333333333333,-0.4305555555555556,0.3611111111111111,0.6805555555555556,0.7916666666666667,1.4722222222222223,0.9861111111111112,1.9305555555555556,0.00019998000199980003,True,True,12,12,0.005599440055994401,True,
